"add","shift","delete"
6,110,7
12,99,7
13,99,13
6,111,9
6,110,7
5,95,9
5,101,9
8,98,6
9,110,5
11,94,11
12,102,12
4,94,13
11,104,7
10,108,6
8,93,10
7,97,8
9,105,6
11,102,7
9,88,14
9,99,8
6,116,5
11,107,10
3,118,11
9,98,4
5,109,7
8,95,7
10,111,8
17,103,11
8,101,12
6,106,10
9,105,6
12,90,7
9,109,10
14,112,12
11,93,12
8,108,6
9,105,13
7,96,9
8,117,6
10,95,10
2,92,11
7,102,7
12,96,6
5,99,6
9,109,12
5,109,7
3,87,4
5,110,4
10,103,6
8,103,9
4,101,13
10,97,4
6,106,4
10,106,10
9,87,6
10,105,9
10,114,5
6,101,8
8,106,8
9,102,9
11,102,12
11,101,8
6,100,9
2,93,13
9,108,7
8,95,3
5,91,10
13,88,5
1,95,9
6,93,3
11,96,4
12,108,9
11,115,13
10,109,14
11,96,7
14,111,10
12,98,14
9,115,10
7,114,9
9,117,11
14,93,9
8,96,9
6,109,9
4,92,7
9,107,7
11,110,10
9,92,8
7,109,5
9,113,6
8,106,14
6,94,9
8,96,5
6,102,10
6,109,10
9,113,8
8,111,4
8,97,9
8,97,11
8,101,5
5,109,3
10,110,10
13,98,7
10,104,6
6,100,10
13,102,14
12,106,8
11,113,9
11,98,16
13,111,13
13,96,5
9,108,12
7,122,11
7,96,8
5,97,8
10,109,15
11,96,9
8,107,6
8,104,9
11,105,11
11,99,8
11,113,11
5,106,12
9,99,8
4,99,10
9,86,6
9,107,4
9,101,6
16,104,10
9,103,12
10,114,8
8,105,7
12,107,6
3,116,8
8,100,11
18,119,3
11,108,16
8,101,14
17,105,11
13,99,14
11,112,14
7,97,14
7,109,13
6,111,11
6,104,12
6,87,4
2,100,6
7,101,6
8,101,6
7,106,5
6,101,7
9,102,4
8,108,4
9,98,5
9,94,9
8,110,12
8,118,8
8,104,8
8,106,8
5,105,8
6,112,7
15,101,9
11,104,9
9,102,8
6,109,9
10,100,9
14,96,7
11,90,13
10,90,14
12,99,8
6,109,8
11,94,9
9,107,10
4,88,15
5,106,6
4,101,4
5,97,6
6,101,7
9,99,6
10,98,7
8,106,10
11,99,6
3,102,11
8,92,7
5,102,6
4,105,6
9,111,8
4,113,8
4,98,3
3,105,4
6,115,4
5,116,2
6,97,6
6,110,6
7,105,3
4,105,12
9,94,4
11,100,7
0,98,10
8,100,4
9,91,5
8,88,5
10,105,10
12,87,7
13,108,16
7,108,2
5,108,15
7,107,11
7,111,5
5,112,7
6,105,3
4,104,8
7,103,6
12,98,7
5,110,9
7,99,6
8,106,7
6,121,9
12,103,4
8,104,13
3,99,9
7,100,3
7,95,7
4,102,5
8,107,7
9,107,4
3,116,9
6,115,4
12,101,7
3,107,7
2,115,9
10,110,1
14,99,7
12,98,9
10,105,12
6,97,12
7,112,6
15,95,6
8,101,12
8,117,7
2,96,10
5,91,11
6,101,5
7,99,7
3,111,5
8,99,7
3,96,7
14,102,6
7,103,8
11,103,4
7,112,7
9,110,8
7,112,14
4,104,7
5,109,4
10,94,7
3,94,8
9,107,7
9,93,7
15,112,7
11,109,13
13,110,7
6,106,11
15,90,9
7,97,9
9,101,13
13,119,9
7,110,9
8,112,13
12,108,9
11,104,10
5,112,6
14,101,11
17,106,12
9,104,11
11,104,10
14,89,11
11,99,9
7,96,15
7,106,11
16,100,11
3,100,8
14,108,11
11,97,6
7,111,12
13,108,12
5,111,11
12,100,7
8,103,11
8,103,10
6,88,9
6,105,8
7,101,6
11,114,7
10,114,6
14,99,9
9,112,9
15,87,10
10,91,12
11,110,13
8,107,13
6,98,10
9,97,4
10,109,8
7,102,9
14,104,6
8,113,9
7,103,10
12,105,10
11,95,14
6,97,13
16,103,3
8,105,15
7,89,18
5,106,8
7,111,10
10,96,5
8,88,6
6,107,7
7,102,9
12,105,4
12,102,8
9,104,9
9,104,12
12,108,9
11,100,9
16,92,11
17,100,16
7,102,13
7,107,15
7,91,8
8,108,7
4,116,7
11,112,6
7,108,10
3,97,10
4,96,7
7,101,9
8,105,3
10,96,9
6,91,10
8,106,3
5,123,11
10,95,3
9,101,9
4,99,9
7,100,8
8,86,8
6,122,2
12,99,10
7,112,10
4,100,11
3,116,5
18,98,3
10,97,13
7,96,7
12,95,8
10,102,7
7,111,4
16,95,15
4,112,10
8,108,11
4,102,9
4,103,5
9,97,9
4,103,6
8,103,4
4,120,8
6,103,3
3,111,5
7,97,6
8,104,7
14,96,8
7,106,11
10,89,4
12,98,8
8,111,11
10,103,10
9,114,6
15,100,13
7,100,9
12,99,14
17,118,5
7,100,17
11,96,6
6,110,10
9,109,7
5,106,11
4,114,11
12,106,11
6,99,9
5,97,5
3,113,8
7,81,4
3,89,6
4,106,3
10,120,7
8,115,3
10,90,9
8,102,8
1,106,11
8,94,5
5,114,5
11,100,6
8,110,7
9,100,6
5,96,7
9,92,6
4,110,9
6,104,8
9,107,3
12,113,9
9,107,11
9,88,12
4,112,8
3,116,7
4,100,9
6,98,3
10,98,6
9,97,5
9,102,12
9,109,7
17,95,6
15,104,13
7,105,12
12,100,10
4,111,10
8,91,13
7,100,6
13,99,5
7,89,12
8,89,8
6,117,9
6,101,9
11,101,6
11,107,8
5,100,7
7,94,10
11,98,8
5,108,10
9,97,6
9,93,10
7,111,4
7,94,7
7,93,10
6,107,4
3,108,6
11,97,7
13,105,10
8,100,12
9,106,4
9,102,10
10,105,11
6,118,8
7,97,16
11,96,3
5,93,6
6,98,6
8,88,11
7,104,6
10,100,8
9,92,7
8,105,10
6,108,8
10,97,7
8,109,10
5,114,6
10,111,6
7,120,12
5,105,8
6,103,8
5,106,4
7,109,7
8,105,5
13,107,4
2,102,7
8,105,9
11,108,9
12,100,5
7,110,10
8,108,6
9,98,13
8,101,4
11,99,10
8,106,7
8,111,9
10,106,13
5,115,8
5,105,6
11,100,11
7,104,9
5,102,5
6,106,6
11,105,6
9,99,7
9,115,7
4,110,4
11,99,12
9,108,11
10,102,12
7,97,9
11,96,4
8,107,10
9,93,10
9,106,12
11,85,6
6,109,10
2,105,12
4,117,3
4,102,7
9,91,7
7,91,3
4,99,5
7,109,5
5,94,7
9,103,5
11,88,5
8,96,13
5,100,8
14,105,6
7,96,12
10,111,10
4,112,7
5,95,6
11,110,7
5,102,8
6,101,8
10,104,7
8,97,3
1,117,7
8,113,7
7,114,2
8,111,9
5,103,10
6,97,8
7,96,4
5,109,7
7,106,8
9,98,9
8,102,6
8,111,6
8,104,9
10,101,7
15,96,12
8,102,13
9,100,6
11,111,5
9,102,9
9,98,9
3,99,11
9,102,8
6,110,8
7,106,8
6,100,7
9,89,7
6,102,6
10,110,4
10,95,13
13,99,12
8,100,14
11,109,7
8,99,12
9,93,7
8,99,11
6,94,10
5,104,6
7,99,4
6,104,8
9,97,7
7,99,5
8,113,6
9,103,5
7,108,10
11,108,4
14,104,11
7,94,10
11,107,10
4,112,10
9,98,6
9,99,7
4,104,15
14,106,4
8,100,12
14,98,11
8,106,9
8,106,5
7,110,6
11,103,11
8,100,7
11,110,9
9,109,14
7,106,6
7,117,7
5,108,8
10,101,9
14,104,6
12,110,13
9,104,11
8,91,10
4,124,6
6,109,6
10,101,9
12,106,8
6,106,11
6,111,9
14,89,10
5,113,6
10,108,12
12,96,7
20,108,9
8,116,19
12,95,9
4,109,13
6,100,5
8,103,8
5,98,6
6,105,7
5,110,5
12,75,5
7,107,9
8,107,11
5,91,9
7,117,4
11,105,4
12,102,10
11,115,13
8,105,9
14,113,7
10,107,13
6,109,16
9,107,9
12,109,8
12,87,13
9,103,9
15,105,12
3,106,13
3,106,5
14,101,6
10,107,7
12,106,8
12,109,9
8,114,5
8,105,11
15,100,16
8,99,8
6,105,9
8,119,7
5,106,9
6,112,10
8,96,11
7,92,9
5,105,5
5,99,8
10,106,7
6,94,11
13,100,4
11,110,9
10,108,11
11,108,8
4,109,10
8,100,8
9,99,8
10,87,12
6,109,6
11,100,8
7,111,12
7,109,5
6,105,3
4,100,6
6,102,7
9,119,5
12,112,11
3,101,4
8,98,9
10,94,9
12,87,9
16,111,7
8,98,13
5,114,11
8,105,7
7,102,13
6,114,7
5,98,6
10,105,6
6,102,7
3,96,8
7,101,8
10,101,7
5,99,8
7,101,5
12,105,7
13,106,11
9,108,9
6,105,21
8,106,3
10,97,3
8,100,5
9,104,13
8,99,7
13,96,4
11,102,9
14,110,11
8,92,12
15,96,14
11,106,13
16,101,11
10,122,15
6,98,15
9,102,7
9,112,6
13,104,9
12,95,10
10,102,10
15,92,13
8,111,12
11,111,8
12,108,7
10,113,15
14,117,14
8,109,11
10,107,8
4,110,10
7,114,8
9,105,14
11,106,12
16,107,5
7,113,8
11,115,8
14,121,4
12,103,11
10,101,19
6,117,12
11,103,15
12,79,10
12,109,9
7,102,11
15,95,9
8,104,9
11,91,16
5,99,12
9,103,5
12,101,5
7,105,11
9,94,9
3,99,8
7,99,7
10,95,10
8,110,9
5,107,6
6,104,5
8,90,9
10,106,6
6,101,8
4,116,6
9,99,7
7,103,10
6,91,7
9,99,10
11,92,6
9,106,6
5,99,6
7,107,9
5,86,7
9,94,7
10,108,9
7,109,9
14,94,10
13,98,7
7,92,12
18,90,12
12,108,14
11,90,4
12,98,10
17,96,12
14,119,16
6,113,14
12,88,17
13,101,10
14,83,8
13,94,15
5,100,10
10,104,9
12,118,5
12,99,14
10,100,10
6,100,9
9,97,9
5,106,16
11,95,8
8,96,10
2,96,9
13,105,8
2,96,8
9,106,6
4,119,6
4,98,5
11,93,3
6,108,12
12,93,5
10,111,9
9,115,8
7,123,8
8,111,7
6,106,7
10,108,9
9,121,7
4,106,12
13,85,7
8,104,11
13,97,12
8,103,11
8,96,7
4,108,8
4,100,6
8,102,8
5,105,3
7,103,5
7,108,4
13,105,9
14,115,11
13,101,11
5,101,9
9,108,11
8,101,9
8,98,7
8,105,9
7,106,8
7,95,10
7,91,9
8,99,8
5,107,4
6,96,8
11,89,5
14,100,9
8,104,10
7,86,12
8,88,12
14,85,7
4,100,5
6,113,11
11,98,7
6,97,5
4,101,6
10,101,11
9,101,10
5,96,7
13,89,7
10,105,12
6,107,6
9,105,6
5,101,8
4,108,6
12,109,5
4,106,8
5,105,4
6,101,12
6,94,5
9,94,4
7,106,10
10,105,10
7,110,12
6,96,9
4,96,9
11,94,3
8,110,4
6,109,6
2,110,9
5,95,8
7,82,5
5,90,3
6,104,8
4,111,8
5,94,5
8,81,4
6,93,7
7,108,6
6,86,6
9,93,7
10,92,6
5,102,4
2,95,5
6,103,6
5,112,6
6,93,5
9,114,4
9,106,2
8,105,9
4,84,13
6,108,8
6,107,6
15,98,8
6,94,7
12,99,6
7,97,12
8,87,6
5,112,7
17,90,10
9,109,7
5,110,11
13,102,6
7,117,7
9,102,9
5,96,11
5,102,7
7,118,9
13,91,6
11,103,5
12,102,15
8,122,8
11,100,14
13,113,9
7,108,11
7,111,8
14,104,6
6,107,14
11,101,11
7,97,10
15,100,11
7,100,10
9,120,12
8,115,5
7,94,10
5,105,7
11,92,14
3,99,8
8,97,6
7,105,8
7,100,5
8,100,10
5,102,6
12,101,8
7,97,8
14,88,7
6,98,8
10,107,7
9,99,10
10,102,5
14,110,8
9,101,15
10,112,12
7,106,11
8,115,10
10,102,7
6,114,11
11,106,6
11,99,8
5,103,9
10,100,10
7,109,6
5,96,9
6,99,11
8,90,4
7,100,8
6,90,7
13,109,4
10,98,9
9,90,11
8,99,5
4,106,7
9,101,11
4,110,7
5,100,8
6,99,9
8,107,5
6,99,7
3,92,7
7,87,6
13,111,7
8,104,7
17,106,8
14,107,12
11,98,7
13,104,14
6,103,11
8,92,12
8,121,10
8,96,5
3,102,8
11,107,5
7,99,9
7,94,5
7,97,6
9,108,11
10,96,8
9,98,9
10,107,10
8,96,11
6,105,9
8,116,8
4,98,9
7,100,5
4,92,7
4,103,7
12,98,8
9,102,6
10,109,5
8,103,7
6,105,8
11,110,8
3,91,8
5,105,8
7,103,3
6,114,9
8,92,8
4,100,6
5,104,2
7,109,10
9,95,7
7,98,4
7,104,7
4,112,10
6,100,5
5,112,10
6,102,8
5,115,3
9,82,7
13,107,4
5,103,14
3,102,6
7,92,5
7,100,3
11,107,8
5,100,7
6,110,7
8,96,5
7,96,2
7,101,11
7,102,10
9,99,10
7,94,9
4,101,3
6,91,9
6,93,7
8,108,3
8,90,7
7,114,7
10,93,6
11,104,11
12,98,8
6,103,10
11,94,5
8,104,11
4,111,8
12,102,8
13,103,12
10,105,10
12,102,8
3,110,6
5,118,9
10,95,6
9,115,4
8,91,13
8,110,7
12,99,7
5,100,11
9,103,12
3,120,9
6,108,6
6,92,7
14,98,6
4,93,8
5,101,6
10,94,6
7,104,8
8,99,10
7,99,10
8,96,6
5,96,9
10,96,5
5,102,9
6,101,8
8,103,6
4,98,9
9,89,5
7,91,7
9,106,6
5,115,8
10,89,5
4,99,10
10,98,3
2,103,12
3,91,7
5,104,5
7,103,2
7,102,5
8,93,6
14,90,5
7,97,10
12,114,6
7,97,12
8,102,6
8,110,10
12,113,11
7,100,10
8,102,6
7,109,4
8,98,15
3,114,8
3,105,6
5,104,5
5,97,2
8,103,5
6,100,8
7,100,4
6,104,8
7,97,6
9,110,7
11,108,5
6,102,13
5,105,8
8,106,4
8,118,6
4,109,9
10,92,8
11,113,8
4,115,9
2,97,7
7,95,8
9,102,6
12,91,4
11,106,5
12,100,14
5,111,10
9,105,4
13,99,10
11,97,9
13,108,12
8,119,14
6,102,15
2,110,8
12,105,3
8,99,11
11,99,6
2,104,4
4,109,6
9,105,9
6,91,7
8,103,8
15,107,6
9,95,8
5,107,7
0,95,9
3,98,7
8,104,4
8,105,5
8,103,4
12,95,9
9,108,7
5,112,10
11,87,9
7,90,15
8,85,7
6,106,7
5,118,6
11,105,6
5,101,4
3,97,6
12,105,11
11,104,5
4,102,13
9,111,4
7,114,7
12,102,6
12,91,15
8,112,7
11,114,10
8,109,9
10,106,6
8,105,11
14,97,6
12,102,16
11,99,8
12,110,12
7,109,14
9,114,12
4,94,9
10,110,8
6,105,9
8,92,5
8,103,4
8,93,8
12,101,5
13,100,11
12,90,7
11,109,13
8,106,6
11,111,11
11,109,15
11,109,12
9,98,14
5,99,13
12,99,7
8,100,8
14,97,7
16,113,14
6,106,13
12,110,15
9,98,12
5,115,8
8,91,10
7,109,6
9,93,9
8,107,9
4,101,8
6,107,9
8,90,5
6,96,4
5,100,7
7,103,4
12,112,9
3,103,7
10,103,7
4,110,9
10,112,3
5,101,4
5,91,9
9,96,9
13,90,4
7,111,7
11,102,8
4,104,13
8,104,4
6,109,6
6,105,12
4,100,7
9,99,4
6,97,8
12,91,11
10,108,12
5,96,5
8,104,6
9,99,10
15,100,6
8,102,7
11,103,11
17,101,13
5,103,13
15,105,9
7,112,15
7,103,4
10,92,10
6,108,8
7,105,7
7,108,7
12,103,5
13,98,12
14,107,8
8,115,14
8,106,12
11,95,10
11,93,10
6,74,13
3,105,7
6,113,5
6,101,8
4,109,4
4,100,10
4,94,6
11,105,3
9,109,4
5,92,9
1,117,7
9,99,5
9,97,11
5,100,4
7,88,8
5,103,5
7,100,5
11,98,4
8,93,7
10,108,7
11,94,11
14,101,10
13,91,10
5,106,13
6,79,9
7,105,11
6,95,6
6,106,5
4,113,8
8,87,6
3,96,5
5,95,2
2,123,6
8,87,5
6,107,6
6,100,6
10,95,8
12,114,8
11,92,10
10,102,8
9,103,7
8,102,12
5,99,9
6,101,3
13,101,9
13,106,8
7,117,14
7,101,11
7,99,15
4,101,7
9,118,6
9,103,5
6,94,5
10,101,7
9,102,8
12,85,10
13,104,9
10,108,5
14,93,17
6,115,13
14,109,12
15,94,9
7,105,8
13,100,14
4,101,9
7,104,10
7,101,11
10,98,11
6,98,9
9,95,5
7,118,5
12,106,7
6,108,7
8,100,11
10,115,12
7,104,10
8,88,6
6,101,8
13,107,7
11,113,5
10,104,11
9,114,14
3,94,10
6,99,6
6,96,7
7,109,4
9,104,6
11,98,13
11,102,5
6,103,9
4,99,7
4,108,5
8,99,6
10,108,7
6,111,11
9,97,11
3,115,3
6,109,5
8,98,7
6,102,8
11,101,5
9,110,6
10,97,7
6,108,10
11,104,9
17,105,8
7,99,12
6,105,8
8,88,11
5,101,8
7,100,13
4,108,6
8,109,7
11,96,6
6,103,6
6,93,11
7,98,5
14,110,4
11,109,13
14,101,11
10,101,8
7,89,14
1,107,10
5,110,3
9,101,5
9,96,7
10,87,9
14,111,8
13,86,12
5,102,12
12,100,11
2,110,11
8,92,7
8,111,6
15,105,10
9,99,8
10,103,10
8,106,8
7,88,4
7,98,10
14,84,5
8,91,9
8,107,14
9,107,10
6,93,8
8,104,7
8,90,7
3,91,10
9,106,8
8,90,2
7,94,5
11,99,9
3,103,12
8,102,8
16,95,10
8,102,5
9,104,8
11,107,11
13,99,11
8,112,15
3,115,5
10,104,10
10,92,8
11,97,7
12,113,8
9,95,18
8,100,6
5,98,9
5,98,11
6,106,5
6,97,5
11,107,5
7,96,9
5,112,6
5,97,6
4,103,5
12,101,8
8,93,5
6,111,8
16,114,8
6,90,10
6,104,9
11,106,14
4,106,8
5,109,6
11,96,4
10,110,8
10,105,7
9,100,12
5,97,7
9,95,5
6,101,7
7,113,14
7,87,5
12,108,10
8,115,6
6,88,11
9,108,10
9,94,4
7,104,11
12,101,9
9,110,6
4,102,8
11,110,10
9,103,8
8,105,14
3,107,12
6,97,6
10,95,6
9,94,6
11,104,5
10,101,4
6,109,11
9,104,9
10,108,8
10,111,8
8,107,7
5,99,12
7,96,5
7,96,4
6,93,9
9,98,5
11,95,10
7,107,12
13,104,12
12,97,9
10,99,13
2,110,10
6,106,8
4,101,7
7,106,6
6,121,6
10,93,7
5,103,5
4,100,9
6,114,7
10,106,4
6,95,11
7,101,5
1,98,6
7,104,2
7,94,6
7,104,4
7,93,2
10,96,7
10,99,10
10,109,9
9,103,8
13,103,7
5,103,9
13,107,8
10,106,11
8,107,15
8,102,12
6,97,10
3,94,4
5,105,4
9,109,6
7,97,8
6,90,9
5,99,8
9,97,2
7,102,7
5,100,5
6,92,9
4,107,7
6,112,8
8,95,5
5,106,7
6,93,3
7,106,2
11,106,8
11,95,8
5,114,6
3,96,5
7,107,7
8,109,6
5,100,5
16,104,6
9,94,14
11,110,9
5,103,14
9,106,9
8,116,8
8,99,10
3,112,10
8,81,2
8,106,9
9,106,4
12,97,9
8,113,11
6,110,3
8,113,7
5,98,11
9,91,7
7,122,10
5,98,4
10,105,11
10,91,5
5,93,12
9,96,5
13,106,9
12,100,15
8,102,8
7,100,9
6,102,11
10,95,10
13,103,5
18,93,10
14,116,8
11,102,13
2,106,12
11,102,7
16,101,8
17,100,16
13,107,17
7,104,12
7,93,14
6,113,10
6,103,12
12,94,9
9,99,6
13,104,7
11,95,9
8,107,15
11,93,6
11,106,5
8,107,10
11,102,9
5,107,14
9,102,12
11,100,9
8,95,15
7,103,4
8,100,9
7,88,6
5,95,6
9,102,9
5,96,10
4,86,8
5,88,4
2,114,3
8,113,7
8,98,7
7,91,3
7,94,5
8,93,12
10,105,6
10,91,6
6,96,17
4,85,6
11,106,3
8,100,5
9,107,7
7,106,8
5,109,13
9,97,7
7,95,3
4,109,7
9,93,8
5,98,7
5,94,7
4,108,5
3,103,4
9,98,3
5,107,4
11,99,4
8,106,8
9,106,9
4,108,11
5,105,5
10,109,11
5,95,8
6,99,5
4,97,7
2,118,5
3,104,2
7,97,2
7,96,6
10,102,7
6,94,6
5,96,9
2,104,5
7,112,3
7,87,6
7,99,4
9,101,7
10,99,8
9,98,10
5,100,7
7,95,6
4,105,5
5,108,9
8,96,7
6,96,7
6,94,5
7,109,6
6,111,6
11,107,7
9,99,7
10,102,13
10,113,4
8,106,8
7,102,15
5,101,13
9,107,5
3,90,5
6,98,6
10,100,7
4,105,4
7,94,9
13,113,7
6,98,9
5,94,6
10,92,7
7,100,9
7,89,8
5,105,7
5,108,8
7,98,7
6,96,3
15,93,9
13,111,8
5,108,7
6,106,6
4,95,7
7,106,8
6,100,10
3,96,8
5,100,6
7,100,1
6,85,4
12,93,9
6,88,9
7,91,6
5,96,7
4,88,6
9,117,8
3,108,10
6,91,3
8,104,3
9,103,6
5,95,9
6,101,10
3,105,4
4,96,4
12,96,3
9,93,9
6,100,8
6,97,9
11,103,4
13,100,6
9,102,7
9,94,8
11,100,16
9,104,6
5,110,9
4,104,8
4,110,10
7,107,6
4,101,4
6,100,8
7,97,6
6,96,6
11,94,6
6,96,9
9,98,4
8,110,6
6,101,10
11,84,6
6,109,10
3,101,7
11,93,4
5,97,7
4,95,7
8,103,6
5,101,8
7,101,8
12,106,7
7,97,12
6,104,7
6,107,4
9,107,7
3,99,9
2,106,5
9,91,8
10,103,4
5,104,5
11,102,5
9,94,10
8,106,10
15,103,4
7,98,10
4,113,4
11,99,13
8,106,9
7,104,9
9,95,8
3,99,12
9,92,7
11,99,11
4,108,10
4,103,3
8,98,4
9,109,8
10,95,7
7,98,8
8,99,10
8,107,8
5,91,10
8,98,5
16,98,6
9,104,9
12,93,14
14,109,6
14,97,11
13,103,9
10,93,18
6,102,15
11,102,7
9,100,10
7,100,7
3,116,7
7,103,7
10,112,7
8,108,8
5,98,6
6,105,8
3,113,9
5,89,6
10,92,8
7,92,6
17,89,5
8,96,10
2,111,9
5,102,8
7,115,7
14,112,5
10,104,4
13,101,15
13,97,11
8,112,12
4,107,4
5,104,7
12,112,7
9,95,17
5,96,10
6,93,10
9,115,2
8,93,7
8,107,7
10,105,10
10,100,12
6,111,10
8,100,10
8,105,7
12,108,9
9,104,8
11,112,6
14,87,11
8,91,8
12,113,10
10,110,12
11,96,7
4,109,8
11,99,12
6,109,7
5,101,12
16,91,7
12,106,4
8,111,6
8,108,18
6,109,9
9,112,10
14,96,13
5,100,11
4,96,7
8,104,3
6,109,9
13,116,7
14,99,9
7,115,12
6,108,10
10,97,6
9,105,8
7,107,10
4,107,4
9,104,8
10,91,8
6,123,7
6,99,6
7,104,9
8,98,6
9,105,5
9,102,5
8,111,15
7,120,10
9,100,6
8,108,11
7,103,10
9,112,6
10,108,8
6,109,9
6,113,10
4,97,2
10,95,3
5,102,7
10,116,9
8,93,7
12,105,12
8,100,10
14,102,11
14,88,13
8,112,9
9,105,6
8,102,12
11,93,10
10,101,11
5,99,12
11,107,3
7,101,11
7,101,11
10,100,9
8,92,8
5,101,5
9,103,8
6,103,9
8,104,4
9,105,5
2,108,8
4,93,7
8,98,4
12,101,9
10,106,9
5,116,7
5,103,6
10,101,9
7,102,6
9,108,11
5,88,8
7,106,5
5,112,9
4,97,8
4,104,6
7,91,5
5,109,7
10,102,1
5,119,5
10,104,12
7,101,9
12,92,7
5,110,8
6,116,5
6,116,8
7,99,6
5,103,13
5,97,6
15,101,4
4,102,7
8,103,7
11,102,6
8,103,7
9,95,12
11,102,5
6,98,8
9,112,9
10,120,11
8,113,8
7,112,13
11,102,5
5,111,11
11,96,5
12,99,12
5,100,9
9,105,11
9,106,8
13,95,6
9,97,10
3,96,11
4,99,6
12,106,6
4,97,9
9,104,9
12,101,2
8,94,14
4,97,9
8,104,5
7,106,8
9,112,8
8,108,6
16,100,9
8,107,10
7,93,12
10,104,7
11,111,6
3,94,9
11,96,10
12,98,7
10,96,9
11,106,8
5,107,11
6,104,11
11,109,6
12,104,9
10,105,9
11,99,15
7,97,16
13,99,8
7,98,9
8,110,7
7,109,10
8,91,6
0,98,8
11,91,7
7,98,6
9,97,7
6,114,7
11,109,5
7,106,10
11,102,8
8,106,6
11,107,12
11,94,13
5,119,8
7,97,8
10,104,6
9,92,5
14,109,13
7,104,10
10,108,6
13,93,9
5,92,17
6,109,6
8,90,7
12,99,9
10,101,14
5,110,8
12,88,7
9,106,8
7,105,15
