"add","shift","delete"
11,47,18
8,58,12
0,65,8
11,52,9
6,59,10
10,53,8
10,52,10
9,61,10
12,54,6
6,56,10
15,53,10
16,64,9
16,53,18
13,55,11
16,43,9
17,65,10
16,57,11
15,48,21
14,55,18
11,52,12
18,54,13
12,51,16
14,57,16
14,60,11
14,52,14
15,50,12
19,56,11
13,52,21
11,49,13
8,51,13
10,55,17
14,55,10
8,51,15
16,57,13
14,56,14
9,50,12
14,57,6
4,61,16
8,61,15
16,57,9
10,55,12
8,49,8
15,46,9
9,59,7
14,51,13
15,65,9
11,52,15
12,62,16
15,63,13
12,63,12
12,57,16
10,57,11
8,60,11
14,57,15
8,56,10
7,56,10
11,49,10
9,57,9
8,58,11
14,52,8
9,53,10
14,48,10
10,48,10
17,47,7
17,51,15
11,60,13
7,60,11
9,47,13
18,49,12
12,54,10
18,59,12
13,62,9
16,59,9
24,56,12
15,54,20
16,57,12
17,53,13
13,67,19
20,61,16
17,55,25
10,59,22
11,56,16
26,49,16
14,65,12
19,56,16
12,51,18
15,64,14
16,63,14
11,57,18
13,61,15
16,49,10
16,63,12
9,56,16
14,60,15
16,54,15
16,60,15
19,55,17
15,44,15
18,47,21
12,57,13
14,50,18
13,53,18
18,66,15
17,48,15
14,52,17
11,53,14
12,52,18
7,53,12
12,62,9
9,52,14
7,53,11
12,63,7
12,49,7
15,53,17
12,58,15
16,51,9
12,54,10
15,56,19
19,52,9
18,55,11
6,60,20
14,58,9
10,53,13
12,50,6
11,59,13
13,53,11
13,52,15
18,51,8
11,61,16
22,54,6
20,55,18
16,53,20
12,57,18
12,54,18
10,58,12
10,55,13
16,49,11
11,53,14
14,62,10
12,58,18
13,56,14
14,52,18
8,48,11
9,54,18
14,46,12
17,58,6
11,51,9
17,56,12
12,54,18
13,62,13
14,51,10
10,57,16
15,42,17
19,59,9
17,50,20
10,54,10
13,60,7
19,59,18
11,48,17
12,61,11
10,56,18
9,57,13
14,46,12
11,49,16
21,46,14
11,59,15
13,57,16
11,56,15
9,49,12
15,44,16
15,47,6
7,55,6
10,60,12
11,49,16
8,52,13
12,45,10
5,54,7
13,63,7
14,54,11
15,46,14
10,60,7
10,51,9
7,58,12
11,55,11
17,59,8
20,51,15
13,51,13
10,47,20
15,51,13
17,47,13
15,56,15
17,61,10
12,48,15
14,53,27
12,52,14
15,57,10
20,52,10
13,52,19
25,55,14
11,60,14
11,57,14
10,53,18
14,58,13
11,53,13
14,53,14
8,60,15
7,51,12
10,50,11
11,47,10
10,50,15
11,66,7
12,52,7
8,53,12
14,53,7
9,51,13
8,45,14
12,43,7
8,63,7
10,57,5
12,55,15
10,61,10
15,55,14
18,50,10
14,49,18
17,55,12
18,56,11
11,60,19
14,56,12
14,57,15
11,60,13
11,56,12
11,51,11
11,58,12
14,55,11
17,58,8
12,55,16
9,55,11
18,48,10
13,58,14
11,43,17
8,53,13
12,52,15
20,52,13
17,55,17
21,61,12
12,56,10
12,59,17
17,54,15
20,60,11
14,54,16
16,52,18
19,57,20
10,60,17
9,62,13
9,56,19
13,51,13
9,55,14
13,56,12
16,56,9
10,56,15
10,67,7
12,55,7
13,51,11
9,54,12
14,48,12
11,51,16
12,58,8
14,49,11
11,65,14
15,54,12
11,58,11
11,48,13
12,53,7
16,56,15
18,56,15
9,55,15
12,62,11
16,59,17
14,57,20
13,50,14
12,51,14
11,49,12
13,56,11
10,57,10
17,51,10
14,62,7
10,59,14
18,51,12
12,49,14
16,45,13
4,60,11
19,51,14
8,45,14
8,60,9
11,57,12
11,48,14
16,56,12
18,46,12
22,61,16
16,54,14
15,58,18
11,48,16
16,42,12
12,60,12
12,54,15
7,53,13
15,59,13
20,48,12
18,44,19
14,47,16
16,62,12
14,59,14
17,58,19
12,65,17
12,52,14
15,53,9
15,55,14
8,52,16
11,53,13
12,51,8
11,62,11
12,50,17
22,58,9
17,60,14
24,51,15
15,55,17
13,64,17
19,62,15
15,56,16
17,55,18
17,43,20
15,55,17
11,60,16
8,63,12
16,51,11
25,41,18
15,52,16
19,54,15
27,51,16
17,47,23
15,58,17
19,50,21
13,49,24
12,51,26
20,51,10
11,51,15
10,57,6
17,64,12
15,54,16
18,60,14
16,56,22
14,60,19
15,59,10
8,53,11
17,57,14
11,64,15
11,57,10
12,53,11
22,55,13
16,50,19
15,55,19
21,55,17
15,49,19
10,54,16
13,56,12
17,53,16
9,51,18
7,57,15
4,64,7
11,59,7
8,61,5
12,44,16
9,40,13
18,57,9
14,52,8
10,59,17
17,58,12
12,49,14
10,58,13
20,58,13
26,58,12
12,52,19
10,51,14
16,49,14
8,55,19
14,63,8
10,62,15
9,59,10
17,56,11
13,60,16
14,56,11
11,55,16
19,55,13
17,51,20
12,51,17
8,55,13
12,55,7
9,52,10
20,52,9
14,53,16
5,67,12
10,49,9
12,52,12
8,52,11
10,58,6
14,47,10
9,58,15
17,56,10
16,58,14
8,65,10
14,52,12
11,55,16
9,48,14
12,57,11
21,52,15
9,67,14
15,51,15
16,55,11
11,58,15
12,58,14
10,49,15
16,60,5
15,49,14
12,54,16
17,50,7
11,57,12
15,58,18
14,54,15
18,50,12
14,53,14
7,43,18
21,57,19
15,51,12
15,50,17
14,51,16
10,46,12
13,54,7
13,50,12
18,54,13
18,53,13
21,56,13
21,54,19
10,44,26
10,43,20
11,51,14
16,57,8
15,45,14
9,58,15
15,43,12
5,56,18
12,51,11
16,52,12
11,63,11
15,56,9
12,61,12
7,59,14
10,45,11
20,51,12
6,48,15
13,45,9
17,56,11
15,58,11
12,54,7
14,57,14
17,44,20
18,55,10
16,59,19
14,51,15
15,53,20
13,48,14
21,49,17
14,53,13
9,55,19
11,65,11
15,48,11
14,57,16
19,57,14
9,59,16
13,58,18
8,59,14
9,52,7
18,54,9
13,50,18
15,53,11
12,56,11
16,56,8
9,56,19
7,61,16
9,60,11
8,55,11
8,52,5
14,53,7
6,59,12
12,54,7
13,58,9
12,62,16
8,51,13
9,60,8
10,54,4
13,56,12
15,56,14
15,47,11
7,51,22
12,55,6
5,53,14
15,54,7
17,49,10
21,54,11
20,52,16
17,56,12
17,57,12
22,55,15
19,50,21
11,64,18
16,58,13
15,56,19
12,62,14
14,48,15
18,45,13
12,56,23
11,52,13
8,50,12
12,63,11
15,60,11
17,52,14
11,58,6
18,51,16
24,47,13
17,64,14
21,55,17
22,44,21
8,62,19
13,53,19
14,51,16
18,54,18
19,45,21
16,59,15
19,58,12
18,51,20
18,58,22
16,55,20
25,51,14
17,47,22
14,56,24
14,47,20
15,52,14
10,55,16
20,45,15
14,50,17
17,50,14
15,43,17
18,67,11
17,65,15
11,65,13
10,52,14
16,40,16
13,46,16
13,52,13
13,53,15
14,43,14
11,50,13
6,56,12
13,51,8
8,54,15
13,53,7
10,62,12
15,59,12
19,53,14
14,66,9
18,47,19
11,59,15
18,49,9
22,56,13
17,51,12
10,57,13
16,51,21
12,47,14
17,52,17
25,51,14
18,52,18
14,46,23
21,49,11
9,52,17
18,56,19
12,63,9
15,62,15
13,52,23
6,44,19
11,43,18
12,59,14
6,66,10
10,50,12
22,55,10
14,55,18
10,58,6
25,47,13
13,56,11
18,54,13
13,60,9
17,64,13
11,58,17
19,55,13
12,60,14
15,59,19
13,54,15
12,53,16
10,64,14
13,51,18
11,53,10
9,53,15
14,60,8
15,51,12
12,56,17
13,55,12
14,56,13
13,44,16
13,61,17
7,52,13
16,64,9
11,58,14
13,61,10
10,53,14
7,62,10
9,53,16
7,53,9
12,52,6
14,54,8
16,56,10
10,55,15
10,57,11
17,53,12
14,52,18
7,58,10
21,54,4
14,54,15
9,52,10
16,56,13
17,54,21
11,58,15
8,53,18
12,52,13
8,55,9
12,51,11
7,51,11
9,54,9
14,51,11
10,59,11
10,54,9
11,47,14
13,54,11
14,59,12
8,53,12
20,58,8
14,56,9
14,47,16
3,61,11
10,58,9
10,59,9
9,58,15
7,60,9
16,56,7
13,54,10
11,48,10
10,63,11
10,51,13
15,48,9
11,60,16
13,58,10
14,57,10
10,55,13
12,54,10
13,54,14
15,50,9
10,55,10
10,62,14
12,51,8
10,51,21
17,42,10
11,55,12
11,55,12
18,58,10
13,56,16
21,47,16
13,52,15
12,63,15
13,61,17
22,53,7
5,60,16
20,55,9
18,48,15
15,51,12
17,55,27
15,52,14
21,57,16
17,50,17
14,51,19
17,57,13
13,54,27
15,59,11
8,58,11
21,51,12
18,51,13
18,40,17
19,63,14
16,56,20
12,57,19
18,59,15
14,54,16
24,55,15
14,63,10
16,49,18
10,57,20
14,52,15
11,47,18
20,58,16
14,48,13
19,60,9
15,54,17
11,50,18
12,54,14
9,66,15
14,51,13
15,47,16
19,57,19
19,65,11
11,59,15
17,56,20
23,44,17
11,47,16
11,58,15
12,55,13
21,54,12
11,58,11
15,47,18
13,55,13
12,61,20
13,57,14
19,48,13
18,61,14
10,56,21
15,50,15
5,57,13
12,60,5
14,46,11
7,47,18
9,63,8
10,50,8
13,53,12
12,47,10
13,64,9
14,52,15
16,56,14
16,55,11
9,51,18
12,63,8
6,53,14
11,48,13
12,42,15
15,46,6
10,52,15
10,52,8
10,54,7
19,49,8
13,54,14
15,49,10
15,52,16
8,58,19
20,55,10
12,53,11
14,60,15
16,54,19
8,52,13
19,53,13
17,47,16
15,53,15
18,52,11
21,51,18
12,57,18
19,55,11
19,46,20
18,62,17
13,48,17
16,59,18
14,51,20
9,54,11
18,58,15
13,55,12
16,53,18
15,50,8
11,60,16
6,64,12
9,56,11
11,57,15
14,53,16
19,45,8
16,60,13
20,56,14
20,51,17
20,50,13
21,46,23
24,51,18
15,53,24
13,53,15
11,50,19
23,47,11
22,43,24
13,53,23
9,52,18
19,59,9
27,54,8
10,58,19
12,58,14
12,54,19
21,50,19
21,57,13
22,61,14
18,51,22
17,60,18
15,46,14
18,57,24
17,53,10
10,65,19
18,43,15
11,45,18
18,54,15
21,48,22
13,61,16
24,54,16
10,51,24
13,55,13
12,52,16
19,45,15
22,49,18
11,61,17
16,57,13
15,49,18
15,48,13
11,55,20
17,53,16
14,63,15
12,53,15
11,52,16
11,57,7
12,57,15
19,56,8
11,53,14
16,46,19
19,54,13
12,57,14
16,50,12
16,54,16
11,57,13
22,52,18
15,52,14
13,54,17
9,53,10
9,57,13
13,61,8
16,44,13
10,53,10
13,55,12
18,44,17
16,49,10
18,55,14
15,47,17
16,51,13
10,67,19
23,42,14
13,61,19
22,48,20
21,48,21
23,61,10
16,57,14
14,45,29
18,49,14
15,59,14
8,59,19
10,51,14
8,55,13
18,49,16
14,50,14
8,53,14
15,55,8
15,47,13
13,48,16
12,54,14
14,53,18
8,55,10
10,55,12
9,56,11
16,50,5
12,56,12
20,54,19
13,61,14
14,61,10
13,57,19
15,49,13
10,53,10
15,47,14
14,54,14
20,56,14
20,58,17
23,54,17
18,59,21
12,54,18
12,64,8
15,63,12
14,45,22
10,48,14
11,52,14
11,59,12
16,45,13
8,61,19
12,69,10
14,57,14
10,52,15
14,59,8
12,56,12
13,58,11
10,55,11
14,52,10
7,63,13
11,56,12
15,53,8
7,58,16
8,58,18
11,48,10
7,52,5
16,50,8
11,49,16
8,44,13
14,48,10
12,69,8
14,64,6
13,57,15
12,54,13
6,56,13
7,52,7
11,54,9
13,50,8
12,54,12
10,54,16
8,57,13
6,60,10
15,42,9
11,55,12
9,61,10
10,55,12
9,63,11
11,53,8
8,51,13
10,55,6
16,53,9
7,49,14
9,57,7
9,58,9
10,56,8
11,55,12
11,55,9
9,64,9
8,45,15
11,44,8
14,53,10
16,58,7
17,51,10
16,53,11
21,47,14
16,51,16
12,52,15
11,58,18
19,55,11
15,53,13
15,55,16
15,51,13
22,58,10
16,51,17
11,60,20
17,53,16
14,53,16
13,55,15
6,60,19
16,52,12
11,61,12
16,47,17
10,56,11
18,50,11
17,58,10
21,46,13
13,48,20
18,58,19
22,45,24
18,55,13
13,49,15
16,54,15
7,69,11
15,65,12
12,58,17
16,52,21
11,55,13
26,45,17
9,49,23
12,63,10
16,51,14
21,46,16
19,45,16
15,39,19
15,50,9
18,59,11
22,50,18
14,51,19
15,48,19
17,56,17
18,52,17
18,57,13
16,47,18
18,60,20
14,52,16
11,53,17
11,58,14
15,45,19
9,60,14
10,69,10
12,47,14
12,50,14
14,53,6
14,51,10
14,52,14
18,51,21
20,55,10
15,55,17
16,49,19
17,57,14
8,61,11
11,54,15
12,52,9
18,45,19
3,52,14
8,57,9
17,54,12
9,50,13
14,48,12
17,59,10
19,56,9
18,57,16
13,59,22
14,59,14
15,65,12
14,52,15
16,51,19
7,55,15
9,61,11
11,50,15
16,51,14
9,54,16
14,52,12
9,52,9
13,61,12
18,55,10
15,62,9
10,57,15
23,49,13
8,57,22
11,60,11
19,52,14
10,51,16
11,51,9
12,60,11
16,55,14
10,50,17
18,51,8
17,51,12
21,54,13
16,45,18
9,57,13
15,46,18
11,65,9
14,54,13
11,62,15
12,51,12
8,59,11
10,45,15
12,59,13
2,49,12
8,54,10
15,53,9
18,49,11
10,59,13
10,38,17
9,50,13
3,55,11
8,56,6
4,60,7
14,54,6
7,61,7
13,59,6
11,51,12
12,54,8
8,62,11
16,47,14
10,50,13
11,49,9
13,54,11
14,49,15
11,51,10
16,49,15
9,57,13
11,55,7
12,55,10
16,51,20
14,53,11
8,57,13
10,53,6
8,64,6
17,60,10
16,48,14
21,50,17
19,58,14
12,57,22
10,52,16
10,47,13
14,61,10
10,57,12
16,58,6
5,53,15
19,44,14
18,49,11
21,54,18
10,60,18
14,53,11
16,45,16
12,48,19
14,52,12
9,55,15
14,60,12
18,39,14
15,58,8
8,52,14
9,50,9
13,42,14
17,60,16
12,54,12
17,61,6
15,47,19
15,50,14
18,55,16
9,64,12
10,55,14
11,56,10
12,50,13
17,53,12
9,50,17
13,55,15
10,59,12
19,54,19
14,61,9
15,58,10
25,60,10
19,50,19
17,51,24
18,47,19
14,54,12
14,48,14
16,47,18
17,54,18
15,53,19
20,53,22
9,55,12
12,48,18
16,51,14
12,48,13
14,57,18
15,55,14
18,49,13
11,62,8
19,55,20
12,54,16
7,52,11
17,52,9
16,59,17
18,55,14
11,61,11
8,60,15
11,61,16
15,56,14
13,44,20
11,50,10
17,55,10
8,54,11
16,50,10
13,64,13
19,46,14
18,57,14
12,57,13
25,47,13
18,53,17
17,55,20
14,54,18
15,55,22
15,57,13
13,59,15
11,58,15
15,57,15
13,64,10
15,50,16
15,49,13
11,55,19
22,51,15
19,58,16
20,52,9
13,51,24
13,67,14
19,49,14
12,54,21
14,58,13
16,63,10
14,56,10
16,56,16
21,65,15
16,56,18
17,53,16
12,56,18
16,62,17
12,55,12
16,40,21
12,56,12
21,52,16
10,55,14
19,53,12
18,46,16
20,63,10
9,65,19
16,51,16
12,49,22
12,54,17
8,57,15
9,62,9
17,58,15
10,64,9
7,66,11
11,53,14
22,50,11
13,50,18
11,59,14
5,61,9
5,51,13
9,51,7
8,53,6
8,55,6
10,49,13
7,51,9
20,56,5
13,54,14
13,51,11
18,44,13
11,58,10
9,60,17
12,57,16
13,50,11
12,51,9
19,49,17
9,54,12
19,53,11
13,55,12
14,51,19
14,52,21
14,59,12
9,60,14
17,44,12
11,57,13
12,49,13
14,63,10
9,63,17
13,53,12
10,55,9
12,46,10
15,50,10
13,60,14
14,53,8
14,56,17
15,67,6
15,53,13
13,61,18
15,51,21
13,50,14
15,58,10
10,56,13
16,52,16
8,61,13
27,53,8
19,54,14
13,54,19
15,56,18
10,54,13
12,57,18
15,44,16
18,56,10
9,53,16
11,58,14
11,55,13
7,60,15
9,49,13
15,53,11
13,49,9
12,58,13
12,51,16
18,45,8
8,52,15
13,53,12
13,54,12
15,55,13
15,53,18
12,46,11
13,61,14
19,55,13
12,57,16
13,54,14
14,51,13
14,48,10
8,47,17
13,58,9
14,50,18
17,58,8
19,44,20
14,53,11
9,54,16
14,52,13
17,51,13
16,52,11
18,53,14
10,58,12
19,61,17
12,52,11
16,43,20
18,51,16
13,56,10
17,48,14
17,61,9
17,45,17
14,44,17
11,48,17
17,53,13
18,57,19
18,54,15
13,48,19
20,54,15
17,53,19
22,58,15
14,48,17
18,47,20
20,41,19
12,56,15
15,56,19
14,45,19
12,58,13
14,56,12
16,56,15
12,67,12
16,46,19
13,49,19
16,50,12
16,53,21
15,53,12
12,59,13
19,55,8
12,56,18
17,59,15
9,57,14
17,60,10
10,55,16
14,62,12
7,55,19
20,52,10
12,56,15
6,57,11
20,56,11
15,53,14
13,53,17
7,52,8
13,55,11
11,60,16
12,63,9
17,55,15
11,63,15
18,53,10
10,60,11
16,58,12
16,57,11
17,61,13
8,56,19
15,57,10
17,49,15
15,48,26
15,51,16
9,43,13
12,57,16
15,54,11
14,58,15
15,55,10
23,51,12
15,48,19
15,60,15
19,54,20
7,62,17
13,68,12
16,54,12
15,57,15
15,51,11
14,59,15
10,50,19
15,61,7
19,43,16
22,47,12
20,52,25
17,61,11
23,49,22
29,42,26
22,44,20
21,56,12
16,55,27
14,53,21
20,55,11
18,57,22
11,54,16
21,58,11
6,60,20
12,59,14
17,69,2
16,52,26
14,51,16
15,53,18
13,58,14
12,58,10
17,58,10
16,47,21
13,55,15
16,48,20
18,51,11
17,54,20
9,70,14
9,55,9
13,53,20
9,51,10
17,53,12
16,54,13
15,55,15
13,51,18
15,53,21
10,52,18
12,50,9
15,63,9
10,53,13
10,55,14
15,47,14
11,60,5
12,56,14
8,56,13
17,61,13
5,50,18
13,55,7
7,64,10
8,61,11
17,54,8
15,54,10
2,57,10
12,46,8
14,50,10
8,62,7
13,58,9
14,54,12
12,42,18
19,49,12
17,56,13
13,51,14
11,48,16
18,53,14
14,52,16
15,64,16
12,54,16
13,58,8
21,52,14
12,53,20
15,57,8
9,43,15
9,57,16
12,68,14
11,65,10
15,54,11
15,54,14
14,53,11
6,56,9
10,52,10
15,50,9
18,63,18
13,59,14
13,53,20
18,52,11
18,53,12
18,50,19
9,51,19
7,60,11
10,55,18
18,53,8
13,62,9
24,53,13
15,64,15
23,56,23
12,52,20
15,57,9
14,56,15
12,44,15
15,47,15
11,55,12
7,49,17
14,55,14
12,56,13
17,44,15
19,48,16
14,60,10
10,53,22
17,52,11
15,57,10
18,45,14
17,49,17
21,53,13
16,50,15
26,60,16
16,58,21
14,59,20
14,48,15
17,52,16
18,49,18
16,59,17
17,50,17
20,54,17
18,51,16
15,53,18
16,59,15
15,47,15
15,55,19
9,53,15
19,58,15
13,52,16
7,61,9
17,55,10
10,59,15
11,55,13
23,55,13
22,47,17
14,62,17
9,65,22
12,59,12
15,53,14
23,51,16
20,53,14
13,49,23
16,45,16
16,52,10
15,57,14
17,54,13
13,48,21
14,49,29
16,48,14
11,53,11
24,49,9
14,59,16
13,61,14
19,58,15
20,64,13
12,61,17
15,51,15
17,58,9
12,47,18
19,51,18
17,45,20
13,47,23
13,58,13
8,51,13
10,60,11
17,53,11
8,64,11
14,47,20
8,62,12
10,55,11
12,53,11
13,48,10
14,56,12
17,51,12
8,61,14
9,56,15
10,47,15
14,48,10
13,53,12
15,64,9
13,55,13
18,47,11
13,50,15
13,52,13
12,50,13
18,59,11
16,51,11
18,52,15
19,55,17
17,52,11
17,58,16
27,56,15
13,48,23
18,50,18
19,45,27
17,49,20
16,53,19
11,59,12
18,46,11
11,51,18
13,56,13
15,55,21
15,60,13
10,55,14
9,58,13
7,60,14
13,54,13
7,54,17
14,50,5
10,55,12
19,48,8
16,50,11
17,59,16
15,54,19
9,51,18
13,59,13
12,64,9
8,55,13
15,46,12
14,58,9
16,55,13
13,55,11
9,44,15
10,45,15
12,55,13
16,61,12
10,57,16
8,52,11
11,64,9
17,61,9
16,55,10
6,61,17
8,54,8
4,60,10
11,62,14
14,57,14
9,52,11
11,68,6
10,54,10
21,52,9
15,46,8
16,43,13
19,45,23
10,59,11
15,51,16
10,50,15
19,51,12
15,44,18
16,55,12
13,53,16
19,54,13
11,50,15
12,52,16
11,56,13
9,52,17
16,50,9
20,58,16
23,52,14
18,59,18
14,57,15
22,54,15
11,67,16
21,61,13
11,53,19
17,54,13
9,64,10
23,45,12
19,53,20
15,49,20
15,47,20
10,51,22
8,55,13
11,47,14
11,56,10
14,46,7
16,60,10
20,59,10
17,63,15
10,48,20
16,49,18
17,53,20
12,51,13
18,57,15
13,47,15
15,44,17
10,59,21
15,53,14
15,59,14
13,58,12
21,45,8
27,54,19
16,52,18
13,56,16
13,53,20
11,65,15
15,48,10
14,56,16
18,57,9
11,68,21
16,46,17
18,57,12
16,51,19
11,49,16
14,49,16
9,64,15
8,59,15
6,59,12
15,47,10
16,52,5
14,47,12
20,53,9
18,51,9
24,50,15
14,54,24
14,45,22
