"add","shift","delete"
13,37,21
18,42,14
15,37,14
18,35,15
15,49,11
11,45,16
18,42,11
18,37,14
10,32,24
13,39,16
17,33,16
19,25,20
12,49,11
15,33,21
11,46,15
22,30,13
15,39,20
17,37,12
14,45,16
13,34,17
13,42,15
20,37,12
21,30,13
11,32,20
13,34,17
14,33,14
15,41,9
12,44,9
17,38,12
16,38,19
20,32,17
13,37,12
18,35,17
19,38,14
14,42,13
12,42,12
11,40,18
14,47,8
19,35,17
11,46,18
20,34,9
8,36,22
18,50,5
17,36,12
21,39,19
20,37,14
16,37,20
23,48,5
18,45,11
12,40,19
16,34,19
15,33,18
21,36,17
14,35,16
9,41,18
15,40,20
14,30,16
20,31,17
10,33,27
18,39,15
15,44,17
14,35,15
15,37,14
15,29,19
19,34,15
18,40,18
16,38,21
11,38,16
17,51,8
17,39,19
11,38,17
19,39,14
11,44,20
13,39,17
16,30,20
16,40,17
13,46,14
18,39,9
19,28,16
10,39,20
10,34,24
17,34,20
17,33,13
14,41,20
14,36,16
12,39,20
11,44,7
7,44,14
6,42,15
11,47,6
13,42,11
17,34,15
10,42,16
8,34,14
14,33,10
14,42,10
18,41,15
20,43,8
13,34,15
18,30,11
20,34,14
9,37,16
12,46,11
10,46,16
24,39,10
13,42,14
15,32,16
8,41,15
15,43,12
7,38,15
18,36,12
15,47,11
18,36,6
16,41,15
13,42,11
18,32,11
15,41,17
18,39,11
15,39,15
15,40,12
17,37,16
21,34,17
14,34,19
15,40,9
12,35,16
17,40,21
13,42,17
17,39,11
18,26,16
18,34,13
15,40,15
13,38,11
15,42,18
7,43,22
16,44,20
15,37,15
14,44,18
20,38,15
12,42,10
17,46,10
23,37,15
20,32,17
18,35,19
15,45,16
15,41,11
14,42,16
13,35,23
25,33,13
17,40,18
22,32,7
15,46,20
20,49,11
17,46,14
18,38,19
18,34,18
17,36,15
19,41,20
14,37,22
19,44,19
15,39,22
12,47,13
14,44,17
23,33,12
12,43,20
24,38,14
13,32,16
12,41,13
9,39,23
15,39,9
20,37,13
17,34,18
13,43,17
12,42,17
13,30,17
14,37,16
15,38,11
17,28,19
16,45,20
13,34,23
18,42,11
13,37,18
11,44,12
13,40,14
16,36,19
16,41,12
18,36,17
14,34,19
18,37,9
16,35,16
19,35,15
19,33,11
13,40,14
14,45,15
22,34,14
17,42,16
20,34,16
15,36,22
15,41,18
15,41,12
19,33,12
19,36,18
12,31,14
17,44,19
15,37,15
23,35,16
10,34,27
16,37,17
15,43,12
15,46,16
15,46,17
15,33,19
20,38,17
14,36,19
23,38,15
14,45,18
13,36,22
16,37,21
15,35,16
16,37,14
21,36,19
19,37,12
17,44,11
17,39,19
18,46,11
15,43,14
20,35,18
16,36,10
10,33,24
17,37,17
20,31,20
12,40,18
12,36,17
14,37,19
12,40,14
16,39,11
16,40,15
23,29,19
16,30,15
15,34,20
16,36,17
18,41,10
20,29,21
16,34,20
17,39,11
16,38,18
17,40,12
10,41,13
11,46,20
9,41,18
14,38,15
16,40,14
22,30,15
16,31,15
14,38,16
16,39,17
14,33,21
13,37,22
16,38,11
14,43,14
8,44,10
18,38,15
16,32,13
18,46,10
15,43,18
24,41,16
12,47,15
19,33,15
17,38,16
17,38,17
11,37,18
16,33,13
13,36,14
12,42,16
16,40,12
17,33,18
14,42,16
15,35,15
22,37,9
15,38,14
16,34,20
12,41,15
21,37,18
15,37,21
15,40,13
18,41,17
14,37,11
12,34,17
14,30,16
16,44,18
8,39,13
15,39,11
16,44,18
12,40,16
20,43,13
12,38,17
13,29,17
15,38,17
10,42,11
18,34,12
13,36,15
15,40,16
12,31,22
12,41,15
11,42,13
13,45,7
15,34,22
15,36,14
20,34,17
14,37,11
13,30,15
16,38,16
20,36,13
12,37,18
17,36,14
11,44,16
9,37,14
17,35,10
14,40,16
15,36,8
19,35,9
16,34,15
16,35,19
12,44,15
21,37,12
10,51,11
12,45,17
17,39,10
16,42,13
12,41,15
18,32,16
15,33,16
8,39,16
13,37,14
11,34,18
15,41,17
15,35,15
18,36,11
18,45,10
16,42,15
14,42,15
16,45,10
17,35,18
18,42,10
15,37,14
14,40,16
14,39,17
13,35,16
18,36,13
18,37,15
18,30,15
9,38,20
19,28,17
16,36,16
11,41,16
14,45,12
13,40,18
13,38,15
13,34,17
16,41,12
11,34,20
20,42,11
21,31,12
13,44,21
12,45,17
22,29,14
13,28,11
16,39,18
12,38,16
14,41,17
6,47,12
15,44,11
18,37,12
18,40,17
16,35,20
11,39,14
20,40,12
13,30,18
11,43,17
24,32,15
14,40,17
14,40,13
13,42,12
22,38,15
25,36,15
13,35,22
21,38,16
11,36,16
20,34,15
14,35,14
20,29,21
16,37,18
20,29,18
16,41,18
13,39,16
14,38,18
24,37,17
11,29,22
15,38,16
16,41,17
17,30,19
11,46,12
14,34,16
15,32,14
24,24,16
15,34,16
10,40,15
7,42,20
17,46,12
11,56,10
17,31,12
6,42,16
12,38,15
13,39,11
22,30,7
13,45,14
20,31,5
17,34,16
18,41,14
10,39,22
19,40,12
16,42,11
16,40,19
22,32,21
16,38,13
16,34,19
17,47,14
18,32,12
14,43,12
13,33,21
17,37,17
21,37,13
20,32,11
17,32,14
14,35,19
14,33,21
12,46,13
16,40,22
16,40,18
12,41,17
20,39,13
15,34,17
21,32,15
18,40,14
13,30,20
13,49,16
17,34,20
20,45,9
23,35,14
15,40,18
21,34,17
17,40,11
14,29,16
7,41,19
19,29,22
18,33,16
19,42,17
22,33,17
18,41,11
18,33,14
18,31,13
11,46,21
14,39,12
11,40,13
14,38,18
15,45,13
19,35,17
14,44,14
16,41,19
16,36,13
15,48,16
21,41,16
17,45,14
19,26,22
18,34,18
17,38,19
20,45,14
16,38,20
17,41,19
16,36,15
14,35,24
18,40,18
17,41,19
14,37,17
10,40,22
12,43,14
17,38,14
7,45,19
17,37,15
18,39,11
18,37,19
15,36,15
17,34,17
17,37,20
23,38,12
18,45,11
25,37,14
19,31,22
22,33,13
20,22,19
16,38,15
13,41,20
13,43,14
13,50,12
17,26,25
15,37,14
19,33,13
18,35,17
15,38,16
21,38,16
13,44,18
10,36,22
15,41,16
13,36,15
16,40,14
18,33,19
14,30,16
18,40,16
13,40,22
21,31,20
20,33,13
12,25,21
9,37,22
20,34,10
13,38,16
11,49,11
13,36,17
9,42,16
13,37,13
12,51,13
15,39,12
13,39,10
16,44,4
13,35,20
16,34,19
12,39,12
19,27,19
13,44,21
13,37,15
13,39,11
12,39,14
17,47,11
15,43,12
17,37,18
12,39,14
20,37,14
21,35,19
8,41,11
17,47,9
15,37,13
13,41,19
14,37,14
21,30,12
21,37,16
10,44,20
17,38,12
16,45,14
12,42,12
16,34,14
21,40,15
9,40,25
15,41,11
19,45,13
17,43,10
19,29,17
24,34,15
23,36,13
13,38,24
15,37,18
9,36,19
5,45,19
16,36,14
15,29,16
17,43,8
14,34,14
21,41,15
8,42,15
19,33,13
22,35,22
16,38,14
12,44,15
18,31,19
15,41,19
19,29,17
19,40,9
17,38,15
21,41,16
26,31,20
12,40,21
14,33,22
24,35,9
17,35,18
13,37,20
20,36,18
21,36,18
11,41,19
10,41,14
13,34,19
12,38,17
19,27,16
15,45,16
15,34,25
20,38,13
18,44,13
18,42,16
20,35,22
14,30,20
19,33,13
22,38,13
17,34,12
16,37,16
18,36,18
23,32,17
17,39,18
17,39,19
14,43,20
15,34,19
11,36,19
14,41,13
18,35,15
18,36,18
17,34,17
18,41,18
14,42,11
13,36,25
16,30,17
19,29,16
16,35,18
11,41,14
10,40,15
19,31,17
16,38,12
17,37,21
13,32,16
19,39,15
15,40,18
11,40,17
10,44,19
14,44,12
15,43,11
9,34,26
15,46,12
12,51,18
15,39,13
12,44,7
16,33,13
8,47,13
11,43,16
19,45,7
6,43,14
16,38,11
18,42,11
14,37,11
12,46,14
17,31,17
15,34,17
17,36,12
13,40,13
22,36,13
11,33,20
18,37,14
16,36,17
13,34,19
19,33,16
16,41,7
14,42,15
18,35,13
13,33,19
11,43,13
15,40,23
10,38,19
13,46,8
14,46,13
14,34,14
18,38,14
14,41,10
11,40,14
15,41,16
16,44,13
15,45,11
10,41,21
13,41,11
15,30,21
15,41,17
11,46,11
18,33,11
14,33,14
11,43,16
14,37,10
19,44,8
17,36,18
17,37,17
22,40,15
12,40,24
18,30,18
15,40,19
16,47,7
19,40,16
16,50,7
16,41,18
19,36,12
14,39,16
15,38,18
15,43,14
19,30,15
25,32,10
27,28,19
13,39,15
10,34,18
18,41,17
15,34,18
9,36,29
18,39,16
16,38,9
19,34,17
12,38,18
7,47,17
12,43,18
17,29,19
15,37,16
13,38,20
13,42,11
13,39,12
15,43,13
18,37,19
12,36,16
18,38,19
21,32,14
17,32,16
12,44,14
24,30,11
17,29,22
16,43,13
21,35,17
14,37,19
13,40,12
26,37,12
18,37,14
28,34,20
13,38,15
18,39,16
22,39,15
15,41,15
12,41,13
16,33,17
20,25,22
17,38,15
14,34,20
13,44,15
13,37,16
19,40,15
21,45,10
15,32,17
19,32,17
14,39,22
20,38,12
18,39,17
18,35,18
24,32,13
11,30,20
17,35,14
10,39,18
8,46,22
13,45,15
15,33,22
18,38,14
15,46,14
14,41,22
14,42,14
8,44,11
13,39,12
15,43,16
20,40,13
11,38,19
15,42,14
20,33,12
21,40,19
13,41,14
9,38,18
17,41,16
13,38,21
17,40,15
21,38,14
13,39,16
20,41,10
20,28,21
21,45,14
19,44,14
19,36,12
19,42,15
11,39,16
23,31,15
20,33,19
15,40,14
16,41,17
10,36,16
15,37,18
21,36,19
14,34,20
15,42,15
23,35,16
16,39,17
16,39,17
22,22,14
16,42,16
16,41,15
13,38,17
17,27,23
13,33,19
15,39,15
13,45,17
16,40,16
14,33,17
16,38,12
18,34,23
19,42,9
12,45,13
20,37,15
11,44,20
10,34,20
18,26,20
11,43,14
19,41,16
17,39,13
19,40,19
14,34,14
17,37,20
18,32,23
17,35,16
16,35,20
19,39,12
17,30,24
19,28,19
20,36,19
15,47,16
18,43,15
17,34,17
16,28,17
12,41,13
23,39,7
10,43,18
16,45,15
9,35,24
16,34,13
17,38,15
11,42,19
18,34,13
15,38,10
21,33,14
17,38,14
20,36,16
17,33,16
21,34,16
15,40,13
18,42,11
15,39,25
18,37,19
15,50,11
20,34,17
19,28,20
20,31,20
17,40,10
13,41,17
16,38,23
13,38,18
22,26,19
17,34,17
19,39,13
15,37,17
6,43,17
20,37,15
21,43,14
18,34,14
12,42,18
20,38,17
17,43,17
20,36,20
11,39,19
11,42,16
14,44,15
20,38,15
15,44,11
26,27,17
24,30,17
12,40,18
17,40,12
17,36,17
14,31,15
15,34,22
15,33,21
20,31,15
17,34,12
17,44,15
21,37,15
12,42,15
17,37,21
13,38,21
17,44,9
12,43,17
19,35,11
18,39,13
17,39,15
15,35,16
10,37,19
21,37,11
17,36,17
14,43,17
20,36,19
16,37,15
13,39,18
18,34,21
14,37,17
14,44,15
16,37,14
21,41,11
16,31,14
11,34,20
18,36,19
16,38,20
15,43,11
10,47,18
19,37,15
26,36,17
14,36,16
23,36,17
19,40,20
14,47,16
17,34,13
17,35,13
14,40,15
19,38,14
16,29,24
15,29,20
15,42,15
16,39,20
17,37,12
19,33,21
19,40,17
20,39,16
16,38,16
16,40,19
14,45,17
19,34,14
16,39,15
14,36,14
17,37,19
19,38,17
10,39,18
25,34,18
16,40,19
21,29,19
19,36,16
21,40,17
19,37,14
12,41,19
21,33,21
14,30,17
10,43,18
13,44,13
20,35,16
16,31,22
10,40,24
16,36,15
16,39,15
20,40,13
14,42,17
20,35,16
17,35,18
13,39,13
22,32,8
15,37,16
14,39,17
21,30,20
9,41,25
11,36,22
16,49,10
13,40,12
11,44,21
25,36,15
14,43,18
15,40,16
15,47,14
14,40,15
17,40,18
17,40,17
18,42,15
14,38,12
7,48,17
15,33,20
16,35,14
13,37,23
16,33,19
13,38,20
12,37,18
22,40,13
16,38,18
13,40,12
13,36,16
21,37,13
16,37,14
17,37,13
15,42,13
13,39,14
15,45,14
10,38,11
12,35,13
15,42,17
12,48,9
17,41,9
20,37,17
16,37,16
9,46,20
12,33,17
18,33,12
8,50,14
10,42,17
12,37,19
9,37,17
18,27,13
13,40,11
16,30,18
15,34,15
10,48,14
17,37,12
13,36,18
14,37,18
23,41,9
21,38,15
12,49,17
13,49,10
13,49,10
11,41,14
16,38,10
14,38,14
20,42,13
15,49,15
14,42,12
15,39,9
20,39,7
16,44,17
8,45,21
12,36,19
11,37,20
10,44,12
14,38,11
20,35,18
21,34,10
14,34,16
12,36,17
10,34,15
12,44,17
16,39,12
22,38,13
15,35,21
15,40,12
14,36,13
18,32,15
17,46,18
14,44,16
9,43,22
15,37,12
15,38,14
13,44,16
12,35,20
20,40,13
16,38,14
16,34,18
17,34,18
18,32,18
18,48,12
19,40,10
8,35,20
14,42,15
18,35,20
16,40,12
15,41,16
17,31,14
18,38,10
16,47,13
18,36,12
16,30,17
15,35,23
16,43,21
23,40,22
17,42,13
21,40,21
19,28,16
17,31,19
17,34,14
15,30,20
16,31,19
16,34,17
9,43,11
17,35,15
16,42,13
14,44,13
17,39,19
18,39,10
18,36,15
14,39,15
11,43,14
18,37,16
13,40,10
23,36,13
17,39,15
19,38,18
16,37,22
18,41,13
18,40,21
12,42,18
16,42,17
15,39,18
13,38,13
20,33,17
17,27,26
16,37,13
14,46,13
12,37,14
22,27,15
13,42,17
16,42,20
18,40,9
17,34,20
15,38,15
13,36,20
12,50,12
15,45,13
13,33,19
15,36,11
20,33,15
16,39,15
20,39,7
11,38,17
14,42,12
18,35,20
16,47,10
19,36,23
16,44,12
11,40,23
22,41,12
15,41,21
18,34,20
13,48,12
20,40,12
13,42,16
16,42,15
16,43,12
20,39,12
15,35,16
12,33,14
20,35,14
15,40,16
16,37,19
19,39,13
16,35,12
19,36,19
16,41,15
22,37,16
20,39,18
18,42,20
17,32,20
19,37,16
16,40,20
14,34,22
17,38,13
12,31,28
20,37,14
16,34,21
15,36,15
11,38,14
13,43,14
11,31,20
18,34,16
12,36,18
18,40,13
20,37,14
13,35,12
11,39,19
20,33,16
17,35,17
9,36,21
16,35,17
21,30,12
18,37,13
20,32,15
17,36,22
20,37,22
23,34,15
15,35,12
24,31,14
15,37,11
19,34,23
15,40,17
16,39,17
16,40,15
18,34,22
23,40,12
21,39,17
17,34,20
16,28,26
14,37,19
15,42,11
15,39,21
19,39,10
20,31,14
15,32,24
17,32,19
19,37,17
14,40,14
13,41,17
13,31,20
13,38,20
20,31,19
22,43,12
22,29,19
18,36,21
23,40,14
22,33,20
20,34,17
21,42,11
13,33,24
16,38,14
12,39,21
14,41,16
15,39,15
15,33,14
12,33,20
22,39,14
26,33,14
16,32,26
22,34,16
12,36,18
21,35,14
23,45,15
20,24,19
18,39,18
16,44,13
12,32,19
18,36,24
12,38,21
26,36,17
16,38,19
16,33,23
17,27,23
26,46,8
15,43,18
20,41,16
8,46,16
16,46,17
14,41,20
22,43,17
17,35,14
9,43,20
17,37,21
13,42,16
21,44,15
15,44,14
16,34,20
11,45,16
15,38,12
13,41,16
13,40,19
16,35,19
18,40,16
20,43,7
16,35,19
11,40,23
15,31,21
12,40,11
11,43,17
19,36,15
14,43,15
16,33,16
14,44,15
9,53,9
14,44,10
16,35,16
18,37,12
16,36,18
18,39,15
17,39,15
11,39,19
12,36,13
16,43,15
14,42,13
14,45,18
21,35,10
6,42,17
10,36,16
13,50,17
15,32,14
12,45,12
20,34,12
15,36,17
14,28,20
16,39,13
16,42,15
21,33,19
18,42,12
16,46,17
14,39,9
15,39,19
13,43,13
18,38,17
16,37,20
17,37,13
20,32,14
12,43,13
12,43,15
18,40,11
18,35,14
16,33,14
17,37,18
18,35,18
23,36,17
11,41,17
18,44,12
14,41,19
17,42,15
14,35,14
12,31,20
8,47,15
11,33,13
13,37,16
15,38,14
18,41,11
16,37,15
12,45,18
19,36,10
14,39,19
22,30,16
17,34,18
16,34,19
20,36,16
14,44,13
14,40,11
11,35,20
14,39,17
17,36,16
12,40,16
15,42,12
15,34,23
15,41,11
11,39,20
19,33,17
10,45,17
23,36,12
10,43,14
13,45,16
13,43,18
15,37,13
13,40,15
10,44,17
19,37,12
13,34,15
21,31,12
23,26,15
18,44,13
21,40,15
18,40,11
16,39,19
20,37,20
14,31,22
14,44,12
19,41,13
16,36,12
11,33,19
19,36,19
13,45,15
16,46,9
13,39,15
13,44,13
14,36,12
20,32,24
24,34,17
15,41,17
15,38,15
16,40,18
17,37,15
16,46,13
15,37,17
16,35,17
13,34,24
20,30,20
10,45,15
18,33,21
16,41,19
10,40,10
15,44,11
9,34,21
15,40,14
14,45,15
18,44,13
19,37,11
8,44,15
14,39,21
16,32,16
16,36,15
18,41,14
16,41,14
10,42,14
17,44,13
17,37,11
13,42,16
16,40,16
15,41,13
18,43,11
9,42,17
14,41,15
11,37,18
12,41,18
10,46,17
10,47,12
18,33,18
22,29,11
13,37,9
12,30,17
16,39,14
15,41,11
17,47,12
17,37,11
11,35,18
19,34,19
16,38,10
19,35,11
15,31,15
17,43,15
22,33,10
16,40,12
13,39,14
15,45,11
10,36,21
23,34,15
22,33,15
15,34,20
13,34,20
16,42,17
21,36,17
21,32,14
14,39,10
16,40,16
18,37,17
16,43,14
20,44,12
18,42,13
21,31,16
10,32,27
20,38,14
14,39,20
15,45,16
23,37,15
20,35,21
15,42,16
10,38,16
13,44,16
13,45,16
12,42,18
22,36,16
22,33,15
17,41,9
16,42,13
15,38,18
15,34,17
17,30,21
17,33,14
15,44,17
14,37,15
11,44,17
18,42,15
14,47,19
15,39,13
15,38,19
18,39,14
19,38,14
18,43,14
18,38,17
8,41,17
14,42,16
17,34,15
16,33,22
12,42,13
15,42,18
14,34,17
18,38,16
17,38,13
18,41,14
24,34,11
19,39,18
12,34,18
16,38,14
18,33,17
12,48,18
15,34,18
13,40,20
16,40,20
16,42,16
16,41,16
14,40,18
12,42,16
23,26,17
19,38,13
12,36,18
14,37,16
15,38,20
12,35,20
18,38,20
10,46,11
21,39,18
18,39,22
20,34,14
16,37,14
14,45,15
15,48,11
20,31,14
13,30,29
16,39,10
13,41,18
12,35,21
19,31,18
13,35,15
19,47,11
17,43,14
17,32,19
17,29,15
11,37,17
11,41,15
17,44,9
12,49,15
20,34,14
15,47,17
17,40,21
13,39,19
20,28,21
13,38,17
11,41,12
16,37,17
14,45,10
15,27,16
18,38,14
19,31,17
17,32,18
16,36,12
15,34,20
21,39,16
18,44,17
15,41,19
15,39,16
20,36,14
13,42,13
18,37,18
20,31,13
15,34,19
18,28,23
21,36,18
9,43,13
17,30,16
20,43,13
15,35,15
15,37,12
12,35,19
14,45,14
17,38,10
10,39,19
23,31,13
14,45,6
18,36,18
9,42,13
18,41,18
23,25,26
14,40,23
13,50,10
12,42,13
17,45,8
15,34,16
13,41,16
13,45,19
13,38,21
15,34,21
14,37,15
11,36,14
19,21,15
10,36,20
17,34,14
8,41,14
16,44,11
13,44,11
11,39,15
14,50,11
14,37,11
11,39,10
15,38,11
16,36,16
14,29,16
17,39,14
15,37,17
13,36,15
13,38,15
15,43,18
11,48,11
15,38,16
9,39,16
16,48,10
12,44,14
16,35,16
17,33,18
14,37,14
15,41,15
18,38,12
14,42,9
12,44,10
17,33,15
13,42,15
18,34,15
15,39,22
15,42,16
14,37,8
6,41,13
16,36,20
13,43,15
14,40,15
16,40,16
13,32,16
16,40,13
14,42,7
13,41,15
21,32,12
11,40,17
17,38,10
15,44,20
16,45,9
20,35,16
19,33,14
19,33,18
11,36,14
12,42,15
11,30,24
21,37,13
15,36,17
16,40,13
19,39,14
13,43,19
16,36,11
10,41,22
13,40,17
15,39,14
16,42,12
14,38,19
11,47,10
16,32,19
10,30,19
14,38,17
12,40,12
15,32,17
13,35,13
17,36,15
17,26,16
19,36,16
11,45,12
13,40,17
10,38,12
10,40,12
14,37,10
10,45,13
21,38,7
10,44,17
13,30,21
18,45,10
15,41,12
11,39,16
12,48,15
11,41,14
9,35,13
16,36,14
11,38,14
14,41,11
18,46,6
14,41,20
18,41,13
12,38,17
13,42,16
12,33,19
12,46,15
8,45,7
13,46,11
9,42,16
18,32,14
15,45,13
17,32,15
20,39,14
22,32,16
12,38,16
14,47,8
13,44,14
13,43,12
15,36,12
16,43,11
13,36,17
12,37,15
21,36,10
15,48,13
19,25,22
18,41,12
17,35,16
16,34,17
14,42,13
10,38,14
11,38,16
9,44,18
8,45,15
10,44,9
23,29,9
12,38,14
18,40,19
19,36,14
17,45,11
12,41,11
16,41,15
19,39,13
20,35,16
17,36,15
12,42,19
12,43,15
17,37,6
17,41,10
11,45,16
18,36,18
11,42,21
16,43,12
11,44,12
15,45,14
16,37,11
16,30,19
18,36,13
16,38,17
23,35,16
14,44,12
18,32,16
11,41,16
15,38,19
15,39,16
15,37,13
16,45,13
13,40,15
17,44,12
10,41,17
8,33,19
16,40,19
12,38,19
12,37,12
15,34,19
17,33,14
9,39,14
15,36,16
20,38,12
19,36,15
12,44,17
13,44,20
18,36,13
17,26,20
16,33,17
13,35,17
14,40,14
14,44,13
11,38,11
14,42,10
17,41,8
14,40,13
16,40,12
19,43,11
18,30,14
18,43,13
16,42,11
15,36,16
14,39,14
17,44,10
16,42,16
13,31,23
17,37,11
14,48,13
14,37,17
13,43,21
13,37,21
12,45,9
17,31,21
14,34,21
21,38,17
16,38,14
19,35,23
16,32,13
10,46,14
26,31,12
17,36,12
9,41,22
9,32,17
14,38,16
18,33,19
15,34,15
16,42,10
10,48,20
19,39,16
16,40,11
14,33,18
13,40,14
12,40,17
12,47,9
17,35,16
18,35,12
13,43,18
12,45,15
18,33,15
16,36,16
22,36,11
16,47,10
18,37,17
17,40,12
19,37,17
13,31,17
18,35,15
13,53,14
11,46,22
17,36,14
10,37,17
13,31,19
16,34,21
18,33,11
12,41,20
14,31,13
16,47,9
7,49,17
18,40,12
8,44,11
20,39,10
16,30,14
14,35,15
11,40,17
10,43,16
12,36,18
14,39,15
19,42,9
19,33,12
16,37,14
11,42,17
13,42,13
24,38,12
13,29,21
13,39,18
16,37,14
18,42,14
16,42,13
15,40,17
14,41,15
14,32,18
15,46,16
23,29,16
12,35,20
19,33,17
16,46,14
14,48,13
12,33,14
17,38,11
15,39,19
15,48,11
14,47,13
20,38,10
16,40,19
14,35,15
17,31,14
20,42,20
24,36,14
17,31,21
17,44,16
11,45,17
11,37,17
13,37,19
10,34,23
9,36,15
16,36,15
11,42,16
17,44,9
19,34,18
13,36,12
11,39,16
9,40,13
16,38,13
