"add","shift","delete"
13,146,8
10,134,17
11,125,15
8,124,16
14,121,10
6,133,7
18,127,12
11,124,10
11,137,13
7,133,7
17,128,11
14,122,17
13,130,12
12,125,13
15,135,12
11,141,11
11,141,13
15,116,16
14,117,10
9,129,13
11,127,10
15,130,15
6,107,10
11,120,8
18,128,8
16,120,21
14,127,10
8,121,13
10,134,9
14,133,14
13,129,14
11,134,12
10,135,15
9,135,19
5,125,3
6,128,15
10,122,4
14,128,9
4,126,8
15,128,9
11,133,10
14,117,13
15,127,7
17,133,15
7,129,14
14,131,6
15,127,11
12,134,19
6,123,13
8,133,10
10,131,11
9,134,8
8,130,11
14,129,11
6,133,8
12,125,8
6,121,6
4,127,10
11,131,8
8,117,11
9,142,5
11,135,11
11,127,8
13,128,13
14,120,9
11,131,11
16,138,13
13,118,7
8,138,12
14,144,16
17,128,9
8,129,16
11,123,13
12,122,14
9,114,14
12,108,12
9,128,7
10,132,12
17,113,10
14,144,8
13,135,14
8,131,10
15,130,14
19,140,12
15,131,16
14,132,18
12,126,11
20,126,18
12,126,12
20,117,20
13,126,13
11,136,12
9,130,15
11,120,14
10,120,15
9,131,11
12,132,13
7,132,8
11,130,15
12,120,7
16,102,11
7,118,12
12,133,7
15,132,9
7,123,12
10,122,11
11,126,14
13,125,15
11,122,11
11,122,10
15,107,12
12,122,12
10,137,8
13,131,10
12,122,12
15,137,12
8,130,9
13,136,14
18,115,13
14,137,17
16,128,12
6,146,11
11,136,10
12,146,12
15,112,7
16,125,18
9,118,12
14,132,14
14,115,13
11,120,15
13,135,13
15,123,9
14,133,10
18,137,13
20,128,24
17,113,21
21,123,14
12,137,16
14,129,17
16,120,18
12,125,24
14,127,12
12,125,15
7,116,12
15,122,11
9,117,12
13,126,10
10,124,13
11,128,9
11,117,11
7,131,12
8,121,11
8,124,8
14,118,13
9,135,7
12,128,7
9,128,10
10,128,10
8,129,11
14,121,8
14,128,10
10,135,14
8,134,10
10,122,7
11,135,10
8,139,3
7,126,14
10,145,9
6,140,8
11,134,13
12,123,9
15,138,10
13,124,14
13,142,7
16,146,10
12,135,13
15,132,17
14,132,15
17,142,7
22,112,16
19,134,14
16,136,21
26,124,22
15,116,17
9,133,15
15,143,21
13,130,20
14,132,17
12,125,14
17,127,15
10,129,19
10,127,7
14,135,14
12,125,15
11,141,13
2,121,10
12,123,9
8,114,12
17,120,9
15,127,7
21,117,12
16,125,16
14,118,15
12,112,23
8,117,8
14,127,11
9,134,13
11,126,11
18,120,11
7,139,3
9,130,10
19,116,20
12,126,14
13,119,17
2,123,17
11,138,6
8,135,7
14,129,7
13,124,6
15,123,14
9,124,12
10,113,11
9,122,18
13,119,10
10,124,7
8,127,12
12,124,8
14,131,7
7,136,12
22,123,12
17,122,16
15,123,13
10,130,17
16,139,10
14,140,14
11,127,17
11,120,11
7,139,14
13,135,13
23,129,12
15,128,10
15,120,22
20,123,10
11,118,19
12,140,14
9,120,15
3,117,25
10,125,5
9,132,8
5,129,7
10,114,10
11,117,7
9,127,10
9,118,11
15,124,8
8,126,10
9,130,7
7,128,9
6,134,10
12,132,9
19,134,8
14,126,12
12,124,12
10,137,13
11,132,12
8,130,9
7,124,14
14,122,8
10,126,11
7,128,6
11,128,11
16,127,9
7,117,13
9,133,11
12,126,14
13,113,8
7,131,13
20,130,6
14,137,17
14,119,13
13,144,10
5,135,13
14,135,8
14,128,15
7,113,16
11,129,8
14,124,15
11,122,17
5,126,10
7,125,7
11,142,10
13,120,15
9,119,5
2,136,8
7,126,8
8,125,5
12,116,8
11,126,14
8,135,7
13,121,8
6,146,6
7,123,8
11,128,6
6,134,15
13,118,3
15,123,15
14,126,13
15,130,12
15,135,13
5,129,11
14,122,12
14,123,9
14,126,14
10,121,11
15,137,10
14,132,11
7,122,17
8,122,16
11,129,9
16,127,8
14,135,12
13,124,9
16,130,15
15,116,20
7,127,12
10,148,9
10,138,8
18,117,12
13,128,20
18,142,13
20,123,17
15,127,13
14,114,14
13,124,18
12,142,9
15,142,15
13,125,20
15,121,15
14,124,14
11,140,7
13,137,15
12,121,12
6,129,15
11,124,9
13,132,13
8,128,13
12,141,11
10,140,7
17,128,8
14,125,12
13,129,10
14,143,14
14,127,21
13,128,13
15,136,11
20,135,17
17,143,8
16,127,20
16,134,17
15,127,17
18,137,20
11,120,13
11,125,20
15,129,12
15,130,15
11,141,9
11,108,17
13,146,8
11,124,12
9,129,11
12,122,16
12,115,5
14,125,16
8,133,11
15,121,11
18,133,9
17,114,14
10,129,21
10,130,16
13,130,11
10,127,9
11,125,10
8,128,9
11,123,11
15,127,8
17,131,14
14,129,16
11,119,8
12,128,16
11,126,12
22,124,13
21,137,16
20,134,17
14,141,19
11,121,20
12,123,7
16,123,18
5,127,22
15,149,12
9,124,11
13,125,7
7,128,8
12,118,13
14,122,17
12,127,11
10,120,16
6,131,13
7,116,7
6,140,6
9,120,9
10,111,6
16,123,8
15,122,11
9,133,18
11,118,15
13,120,9
14,136,7
11,128,13
11,126,12
18,125,12
11,120,12
14,140,12
11,138,10
17,121,12
13,130,12
15,139,15
19,132,16
11,134,16
17,135,12
13,128,20
20,140,12
19,126,14
13,133,18
9,129,14
10,136,15
17,131,19
8,126,9
15,140,14
18,132,13
9,123,11
7,136,13
8,132,11
12,142,12
13,124,12
7,119,6
10,121,12
16,125,9
10,136,18
9,140,9
12,134,13
11,122,13
11,128,11
8,124,9
17,113,11
10,131,14
7,140,6
19,126,10
9,134,17
8,129,14
7,120,10
8,127,7
9,121,7
8,141,9
14,139,9
9,135,11
11,133,13
5,108,11
11,125,9
21,128,7
11,121,14
10,126,8
12,131,16
11,126,11
5,125,10
7,133,8
5,128,11
6,131,9
9,119,6
7,132,5
9,133,9
10,117,8
11,117,8
10,122,8
6,124,9
9,117,15
7,128,7
16,126,9
9,142,6
9,144,8
15,134,15
15,137,9
6,123,12
11,129,10
9,129,15
9,134,11
11,150,7
15,124,12
16,125,9
11,136,14
9,123,14
10,130,9
10,129,9
8,134,11
12,116,11
12,130,8
14,131,9
10,126,13
13,129,16
7,127,12
12,126,9
7,134,9
10,125,9
9,112,13
2,138,7
12,131,7
12,127,10
9,120,9
14,126,8
7,135,6
12,127,14
15,130,9
14,121,13
12,137,9
8,139,15
13,132,9
13,128,11
12,130,15
13,128,11
13,128,26
18,130,8
18,140,8
10,135,17
8,123,16
10,123,5
8,127,11
12,137,13
15,127,9
10,130,13
7,133,8
12,134,9
12,120,8
13,129,13
9,123,12
13,127,10
13,122,13
12,144,12
14,125,17
16,122,10
15,128,12
12,133,10
11,157,16
17,138,12
13,148,9
20,124,24
9,122,22
15,115,13
10,137,15
10,140,12
8,141,11
12,142,10
9,133,9
15,135,9
13,126,11
10,120,15
14,111,12
14,133,14
14,120,15
7,121,15
7,135,10
9,136,6
17,132,4
10,132,8
11,136,18
11,123,11
20,137,16
7,118,12
11,113,11
12,129,14
12,133,12
13,129,13
10,124,12
10,134,10
7,122,7
11,129,11
8,126,13
9,131,7
8,125,9
13,127,10
6,132,9
7,124,10
15,118,6
12,135,11
4,138,12
15,137,8
13,138,12
13,113,12
11,138,13
11,128,13
12,126,9
7,130,14
10,125,7
11,127,8
16,137,5
12,122,12
16,122,13
14,123,11
13,122,19
18,133,11
10,127,13
7,135,16
15,126,8
8,121,17
14,128,7
6,134,12
15,140,8
7,138,11
11,118,14
10,140,7
12,130,7
19,135,18
11,137,14
13,111,14
15,114,17
13,126,20
13,108,12
15,133,10
11,127,10
10,127,12
15,136,14
15,120,15
12,118,19
12,134,13
8,126,9
14,111,15
16,130,10
14,138,15
7,138,10
7,137,7
12,124,13
5,126,12
9,124,8
17,121,8
13,131,4
11,135,9
16,124,15
14,140,19
17,119,13
12,138,17
5,130,14
8,129,11
9,130,5
10,132,13
8,120,13
8,121,11
9,135,10
13,122,3
10,128,8
4,142,8
6,131,10
11,131,11
8,129,5
6,131,7
6,129,9
9,134,8
14,136,9
9,122,11
10,130,7
4,121,9
10,119,11
11,113,11
8,121,6
13,125,12
5,132,14
15,125,7
8,124,9
10,135,8
12,127,9
13,146,10
15,124,9
12,121,21
18,134,10
8,130,12
6,122,9
12,137,12
14,117,12
10,126,6
8,118,15
10,109,13
6,119,8
13,138,8
10,126,9
14,138,11
13,118,14
12,113,5
14,131,15
14,151,12
15,125,12
11,133,17
12,127,12
11,129,11
13,121,7
7,137,10
8,115,7
11,141,13
11,120,17
21,138,13
12,138,11
11,123,14
15,132,18
12,124,16
7,145,14
10,131,7
7,123,11
7,122,9
8,124,7
10,115,7
10,142,8
11,127,11
14,113,8
15,128,9
9,131,16
13,130,11
10,142,9
9,147,8
13,123,10
15,136,15
16,142,14
8,125,12
16,128,11
9,139,12
11,133,15
13,127,17
8,128,8
15,112,10
16,142,9
11,141,12
15,126,15
22,138,9
11,129,21
14,140,16
10,142,16
17,123,11
11,151,16
6,123,13
9,122,9
15,115,10
14,110,14
9,122,13
15,131,12
5,139,14
23,124,7
15,121,14
13,133,17
11,124,15
9,131,15
9,134,10
16,118,10
4,119,14
8,124,6
10,111,12
9,128,11
6,126,11
6,123,7
9,144,3
11,126,10
14,113,4
12,115,15
7,134,14
10,133,9
11,123,7
12,129,8
13,139,13
10,131,12
10,120,14
6,135,6
9,124,3
13,126,12
12,126,9
16,116,14
9,127,16
4,114,12
5,124,12
6,120,4
12,123,10
11,125,7
8,127,11
10,116,11
17,131,6
11,126,12
11,129,10
17,151,15
14,113,12
14,121,14
10,130,14
13,136,9
7,111,13
11,114,10
13,126,13
10,120,9
10,125,9
12,121,11
12,122,9
16,128,11
16,120,14
14,120,12
14,143,15
10,128,19
11,139,13
15,128,10
8,126,19
16,125,6
16,118,11
15,136,14
12,131,11
14,120,16
8,130,15
4,125,12
12,129,8
12,129,16
20,119,7
21,111,16
18,122,16
15,144,11
15,133,15
14,135,14
15,131,17
17,127,18
7,135,12
15,128,13
14,129,14
15,124,19
10,130,18
15,138,15
8,131,8
5,126,13
11,124,8
16,136,9
9,132,16
5,123,6
10,139,8
9,124,12
11,112,9
9,134,10
8,134,9
9,127,17
12,130,6
16,122,8
15,123,7
13,127,13
10,135,8
7,118,14
14,130,14
18,116,12
7,129,12
11,138,9
10,128,10
11,115,9
13,130,12
7,137,14
20,137,11
11,109,18
19,119,13
8,147,15
10,132,11
10,143,7
11,133,12
12,132,10
9,117,16
16,126,11
15,135,13
12,118,17
13,126,9
11,128,12
8,124,11
7,133,6
7,143,11
18,120,10
4,122,21
10,129,9
11,116,9
9,116,8
9,140,7
8,128,11
15,138,10
13,136,11
5,121,16
5,132,11
11,105,4
9,123,5
13,135,10
12,120,8
8,149,9
9,138,11
12,133,9
21,127,10
6,136,13
9,138,8
11,132,9
13,129,16
11,125,14
10,128,13
7,128,9
10,120,7
7,123,12
10,118,13
8,137,10
9,126,6
9,112,13
17,122,8
14,135,11
18,130,9
12,110,19
9,131,17
6,123,13
12,136,8
10,129,7
15,125,5
16,140,9
10,138,16
12,134,15
8,126,11
13,130,8
20,129,18
8,141,15
13,132,13
10,127,14
5,130,13
12,121,4
12,124,8
11,134,9
10,115,15
13,134,7
12,140,10
10,130,9
13,126,10
15,122,7
15,141,14
10,125,20
13,121,14
8,125,14
19,138,8
18,128,15
11,137,13
10,139,16
16,137,9
19,125,19
17,126,16
17,120,13
16,134,9
15,144,16
16,142,23
10,129,19
13,121,15
11,121,11
14,140,7
13,124,19
19,128,15
10,119,17
6,137,13
9,115,12
15,125,11
8,142,15
15,120,7
15,129,8
11,114,18
13,119,11
19,114,11
17,143,21
16,133,14
12,146,10
15,129,14
15,140,12
10,127,17
16,140,11
11,122,11
18,123,9
17,141,17
13,128,16
15,122,13
17,119,17
12,129,14
12,123,15
15,136,14
13,145,13
12,126,16
8,133,13
10,129,11
4,145,13
11,118,11
10,129,9
11,121,5
10,129,11
11,115,10
12,125,13
12,144,9
12,129,19
8,108,11
12,125,8
9,135,13
10,132,11
8,121,13
17,123,11
8,135,5
5,123,10
5,125,9
13,127,8
13,122,9
10,126,9
9,126,5
7,129,15
9,127,6
9,115,17
11,113,10
11,116,5
10,121,8
13,137,8
10,138,13
15,127,13
15,113,17
11,127,9
8,126,19
14,132,8
3,136,8
13,115,10
12,114,10
9,142,6
20,130,10
7,121,21
13,130,13
6,129,9
11,111,13
15,135,10
10,129,8
13,126,14
18,128,9
16,131,15
16,118,13
12,132,11
11,129,16
20,111,14
14,124,13
14,139,14
4,129,14
15,129,14
9,114,14
12,115,9
12,134,10
11,128,20
13,132,8
10,121,7
5,128,11
12,122,16
13,118,11
8,136,10
11,120,9
14,136,13
10,141,11
10,113,11
12,134,8
13,127,13
14,123,15
6,129,8
18,133,9
13,130,9
13,140,13
11,150,18
10,134,11
10,121,13
15,125,10
13,135,15
9,130,12
14,123,5
8,136,14
9,139,8
15,135,13
19,132,12
11,128,16
20,138,15
10,133,20
11,132,14
11,118,7
12,127,13
9,136,11
13,129,11
12,120,11
16,132,11
7,144,15
18,132,12
17,127,18
18,128,11
14,140,17
14,125,16
14,135,12
12,129,17
8,128,13
9,116,9
9,114,7
3,130,13
10,148,9
10,135,9
10,133,7
5,123,9
15,127,6
11,119,15
13,123,10
15,141,11
11,134,11
23,122,15
12,115,19
10,134,14
10,136,9
22,129,12
17,122,14
16,126,13
12,134,23
12,130,15
11,135,11
13,144,9
13,128,13
8,138,18
10,135,10
11,124,11
15,123,12
11,123,9
14,117,14
17,124,17
15,138,9
19,117,12
19,122,13
13,122,16
11,126,15
12,129,18
18,118,13
17,126,17
14,137,15
15,129,15
20,131,11
16,125,21
13,123,17
12,129,12
11,148,6
17,126,20
16,130,16
21,126,12
11,129,18
15,133,17
11,141,18
14,129,13
9,135,9
12,124,14
15,124,8
17,128,16
13,119,13
12,135,21
14,129,9
13,127,12
13,115,14
20,130,15
23,122,15
9,124,20
14,127,17
10,136,15
8,145,10
16,120,10
13,130,11
11,142,8
8,134,15
10,135,10
15,123,15
10,111,17
15,113,12
14,121,12
19,123,9
13,127,14
11,136,13
15,137,14
16,135,11
15,125,14
13,129,18
10,125,18
12,126,10
13,129,12
19,127,21
16,129,16
6,142,12
11,128,13
6,124,12
9,116,7
9,121,9
18,126,12
10,130,12
11,123,14
12,125,13
11,140,1
10,118,11
13,145,12
14,138,8
11,122,12
10,133,10
12,119,17
16,127,15
9,139,13
9,141,13
11,120,6
18,127,17
10,124,12
12,123,16
11,111,8
10,122,8
10,132,9
10,137,9
10,120,14
12,129,10
7,139,9
18,129,4
18,142,13
9,125,12
12,134,11
21,131,16
14,130,12
11,138,12
18,131,16
12,131,18
10,143,18
8,134,9
10,125,9
11,137,17
15,119,10
10,136,15
12,124,21
10,129,6
9,140,9
10,118,9
10,126,13
10,141,12
12,120,14
8,138,6
8,148,11
10,137,9
11,129,8
11,121,10
15,131,11
19,123,15
10,129,9
6,137,13
16,134,13
9,121,13
10,118,9
9,133,11
9,125,12
9,134,10
6,127,5
10,136,6
19,126,13
16,143,10
12,137,13
13,129,19
12,124,10
12,121,15
11,133,11
15,129,14
18,110,10
13,130,14
17,119,11
13,129,15
18,129,18
15,136,16
16,132,15
11,135,22
9,123,16
10,115,9
7,135,11
11,122,13
15,118,9
13,125,13
8,140,5
12,139,8
13,138,12
14,129,7
12,124,13
16,120,10
15,127,12
12,132,18
13,119,18
10,143,17
8,130,15
6,128,12
10,122,5
11,133,6
15,116,11
6,128,9
14,126,13
7,133,12
9,130,12
10,114,10
5,127,9
6,118,10
8,121,10
5,133,8
13,108,7
8,130,5
17,111,6
17,126,9
10,132,16
8,114,10
16,127,13
15,133,13
6,127,12
11,129,6
20,136,7
11,148,11
13,125,17
15,128,12
18,125,17
13,133,18
14,124,15
13,146,17
10,136,15
15,133,10
9,125,13
10,132,12
10,127,7
15,125,12
13,136,18
9,119,17
12,133,14
6,132,13
10,128,10
6,130,6
14,144,6
13,110,11
14,128,11
10,111,12
11,121,9
11,122,9
11,133,13
15,121,8
9,141,9
14,131,13
15,127,18
9,128,20
4,124,8
8,134,7
16,144,10
7,130,6
17,131,7
25,132,14
11,147,18
16,132,16
12,137,13
13,145,15
12,133,12
10,140,16
14,128,12
11,128,16
10,120,12
10,126,12
11,119,8
10,133,10
11,127,7
15,127,8
17,129,12
9,139,17
15,152,9
19,127,15
10,135,16
10,129,15
19,140,13
21,140,10
8,132,16
12,145,9
26,133,19
13,125,23
12,120,13
15,129,20
10,137,13
13,126,14
14,132,11
16,117,12
14,123,16
18,121,17
16,120,18
15,143,11
9,118,23
17,122,15
16,120,13
7,132,13
15,133,13
10,136,11
11,137,9
12,125,8
9,133,6
9,129,10
14,129,16
15,146,10
17,127,18
15,132,13
9,125,10
11,130,13
12,137,13
18,124,10
10,122,12
16,139,15
20,129,12
11,118,18
10,126,23
11,139,12
7,147,17
12,128,6
15,131,16
5,137,7
10,128,12
9,132,12
9,125,8
7,128,9
8,117,8
9,122,7
12,115,9
6,114,12
12,113,7
8,119,12
10,127,8
7,134,10
10,120,11
11,129,7
17,110,13
14,130,7
19,112,14
7,134,16
12,133,4
7,114,13
10,137,7
12,131,13
6,125,12
7,127,10
11,132,7
6,129,3
8,131,7
10,135,9
11,121,15
18,113,9
19,122,12
14,132,14
9,139,10
22,127,11
10,132,18
9,126,18
11,133,10
8,117,11
11,126,10
12,129,13
18,126,19
14,138,16
10,143,9
7,127,9
9,121,7
12,117,8
13,130,11
8,137,13
12,129,16
14,134,5
10,138,13
10,137,12
11,129,13
19,130,9
3,143,15
15,128,6
7,142,9
7,127,14
8,122,12
14,134,7
20,128,11
12,139,14
14,123,13
11,137,13
15,129,15
13,122,16
11,121,9
18,122,11
13,133,16
11,126,18
11,126,14
13,114,21
14,134,9
8,147,12
9,130,13
8,132,8
7,128,4
12,119,10
11,127,13
13,130,6
10,120,9
11,128,6
12,122,12
12,140,11
13,126,19
15,134,8
7,125,18
15,110,13
10,116,9
13,120,11
14,131,14
11,130,10
10,132,13
9,120,16
14,118,9
9,110,8
9,135,7
9,124,9
17,137,13
17,131,11
9,133,9
11,127,10
13,107,13
12,131,14
24,128,15
15,131,15
8,131,16
10,127,9
18,144,11
10,125,20
9,134,7
15,124,19
9,138,15
12,129,17
11,137,9
12,135,12
7,128,12
11,124,11
8,135,3
15,126,10
8,134,7
8,127,13
8,125,14
5,134,9
10,112,7
15,129,7
9,133,9
6,128,9
15,134,7
10,125,11
10,132,10
11,116,14
8,140,8
8,129,12
9,114,9
17,126,10
10,136,14
9,129,11
14,133,8
15,134,8
5,130,15
13,117,12
5,146,9
11,127,10
17,133,10
11,138,9
16,137,15
12,122,15
13,127,14
10,132,13
7,130,7
12,134,7
13,135,13
7,137,11
6,136,14
16,122,11
11,121,11
7,128,12
11,127,5
15,129,11
17,127,10
13,127,10
10,136,13
9,124,18
7,129,15
8,114,11
16,132,7
10,128,15
7,115,9
6,123,7
15,143,5
10,132,8
16,140,9
17,120,12
11,134,13
12,144,21
18,125,11
15,126,17
8,110,16
13,128,9
10,139,13
8,133,12
13,123,8
14,125,13
11,126,15
10,134,11
9,120,11
8,130,10
13,132,11
5,130,10
10,131,6
9,141,9
16,131,12
14,129,12
16,132,11
7,135,12
20,125,11
12,138,15
13,123,15
11,130,13
10,128,9
13,142,10
15,133,16
14,132,12
17,136,11
12,132,13
14,132,12
9,132,13
5,130,20
10,121,4
11,135,11
16,126,10
15,121,16
11,133,15
11,123,15
14,130,14
11,137,6
18,119,9
13,121,12
9,115,21
8,119,12
7,132,12
11,139,11
7,114,12
7,122,8
14,127,7
12,133,11
7,133,12
14,134,8
18,141,12
9,129,21
15,112,10
7,120,12
13,138,8
18,125,8
11,118,10
18,142,11
16,125,15
14,128,16
8,154,17
15,124,14
14,144,14
8,137,11
10,131,13
11,128,6
8,146,11
11,136,9
7,130,12
8,124,12
15,139,9
10,130,13
4,138,8
12,139,7
5,137,10
12,124,13
19,130,6
10,117,20
13,138,10
12,149,10
12,136,10
13,133,15
6,131,10
11,129,12
13,125,10
13,132,8
15,124,9
14,128,13
14,117,11
14,142,14
10,132,15
11,126,18
14,123,12
13,131,14
9,119,12
14,129,9
14,131,16
11,128,13
13,119,17
10,137,8
4,125,15
18,128,6
9,122,14
13,119,9
10,127,7
18,125,15
10,128,13
15,130,12
4,133,11
10,110,6
8,125,8
12,119,2
11,128,17
11,131,13
14,122,12
14,129,9
13,138,11
9,144,19
11,120,12
9,112,18
12,126,9
8,125,11
10,140,7
17,124,11
15,147,9
13,136,10
14,142,10
15,129,20
16,119,19
13,150,9
12,129,16
13,117,12
12,131,12
14,123,20
16,130,10
7,114,16
7,125,15
17,125,9
13,120,9
15,110,13
19,135,11
9,126,17
11,126,9
8,132,14
15,128,10
10,125,13
15,132,12
16,121,12
12,117,13
14,124,11
12,133,20
10,126,13
8,128,15
15,126,7
12,134,14
10,116,10
11,125,9
9,116,17
7,125,9
9,125,5
8,126,12
10,118,9
14,129,10
4,121,5
7,125,8
9,138,8
12,127,7
9,131,12
12,133,7
7,127,8
18,127,15
9,132,13
18,138,14
15,144,11
16,130,14
17,128,15
14,130,17
7,132,10
17,133,12
8,139,18
4,118,12
9,134,11
13,124,8
8,132,11
11,137,6
12,122,12
14,132,12
9,124,13
8,141,7
12,130,7
8,129,6
11,120,19
13,129,9
15,127,14
9,127,9
7,131,10
14,127,11
9,132,6
15,134,13
10,122,15
15,139,9
13,128,17
11,131,10
11,137,12
23,137,14
12,138,14
7,141,14
19,133,12
12,129,16
10,121,18
13,117,9
14,111,12
19,125,14
18,134,16
10,132,13
13,130,18
14,131,15
12,129,9
12,120,16
15,134,8
11,136,16
10,131,16
14,129,8
12,126,14
9,134,11
11,123,11
19,126,13
4,119,12
20,133,11
10,128,9
8,139,14
8,124,9
12,134,7
7,117,16
9,127,8
12,119,11
10,135,10
16,131,13
17,140,9
17,141,13
15,137,14
8,135,13
12,106,12
12,124,13
8,132,11
7,129,13
17,105,8
14,131,14
14,128,18
15,134,12
9,129,14
18,130,13
13,141,15
18,125,15
12,135,16
11,127,11
11,133,15
16,125,13
13,134,11
10,115,16
10,139,9
19,123,9
16,128,19
9,130,17
11,129,11
8,130,13
14,130,13
12,133,9
8,143,13
13,134,13
11,123,8
19,135,9
13,121,17
13,119,7
10,131,17
11,133,14
16,128,14
18,130,11
7,126,14
11,129,9
15,122,10
13,134,14
9,135,15
11,123,15
7,117,17
11,126,3
9,140,8
14,128,10
13,131,11
6,127,18
9,125,11
10,113,6
9,144,10
4,116,5
15,128,11
9,130,7
11,119,8
9,120,10
8,125,9
9,130,8
11,126,8
16,133,14
17,138,9
8,120,12
12,132,10
10,142,16
17,136,12
9,122,13
10,117,13
13,134,9
11,136,7
11,140,17
8,128,10
8,127,13
10,136,10
4,125,10
7,139,6
11,137,7
16,131,8
13,132,9
8,132,19
6,124,9
11,142,9
13,126,12
7,136,7
8,105,11
4,127,12
4,133,7
10,127,7
10,126,6
10,139,6
8,115,13
16,130,7
13,130,11
13,144,8
16,125,12
13,127,11
16,130,13
12,141,19
8,117,15
18,142,7
14,143,13
21,116,13
7,130,10
7,134,16
18,129,12
11,121,17
13,128,17
16,129,11
12,118,17
12,129,10
6,135,18
13,129,13
15,132,7
12,125,11
15,131,8
6,136,18
12,125,11
6,129,13
16,127,6
10,130,11
9,130,9
8,118,12
13,133,13
7,138,14
11,132,10
7,148,4
13,119,10
14,140,6
14,139,8
15,133,15
22,131,9
11,129,14
9,139,18
15,132,17
13,132,10
7,130,13
5,129,11
18,132,3
19,120,14
12,131,14
10,116,23
10,148,10
10,123,13
6,128,9
9,126,12
6,125,8
8,139,8
13,133,12
13,132,11
12,139,7
8,134,13
9,130,12
12,127,12
10,116,9
12,114,12
9,133,13
8,122,6
7,115,11
8,135,7
10,132,4
10,133,9
7,118,12
17,113,7
13,117,9
6,124,13
14,120,16
5,134,7
19,115,11
5,136,11
11,123,9
9,132,10
11,131,10
14,134,5
9,123,15
13,123,13
12,126,11
10,141,12
11,115,15
14,131,7
16,126,12
7,137,9
8,127,10
3,127,12
13,111,9
14,136,10
7,126,12
14,121,8
13,122,15
11,135,6
9,141,17
11,125,13
17,133,5
8,132,16
7,122,13
9,115,15
7,126,9
6,133,5
11,128,4
9,129,10
10,122,7
6,133,11
9,140,8
14,128,9
14,128,11
15,114,15
10,136,9
18,132,11
13,128,20
5,133,9
11,127,11
12,120,11
14,127,15
9,116,11
6,128,9
9,123,9
8,131,8
4,118,7
9,118,11
7,122,7
14,136,7
12,120,13
11,116,13
11,123,3
9,140,12
10,129,12
6,139,14
11,133,7
12,133,8
10,141,7
12,126,16
13,126,8
13,117,10
4,125,9
13,123,8
13,130,10
15,126,10
13,128,10
10,133,16
13,132,10
13,133,18
8,127,16
14,123,11
12,136,11
17,121,9
13,124,14
18,126,10
11,138,17
9,142,18
9,132,14
14,134,12
15,123,14
16,121,9
10,135,8
14,128,16
11,132,10
9,119,11
8,127,6
20,128,13
12,127,13
8,121,16
16,116,9
16,137,17
11,134,13
14,133,12
16,128,18
14,121,15
10,128,15
9,109,16
7,124,10
9,126,9
9,133,12
11,115,11
8,128,8
9,121,5
9,110,7
13,129,5
13,142,17
11,124,12
13,117,4
10,121,15
9,134,11
12,135,7
10,127,12
17,123,14
9,128,13
13,125,11
14,127,10
10,135,18
13,119,13
10,143,14
6,132,9
13,131,6
11,134,7
14,122,13
4,130,15
10,129,11
12,113,14
12,121,10
9,127,6
14,135,3
7,124,10
15,124,12
12,133,13
12,133,12
15,124,19
